route_id,service_id,trip_id,shape_id
1252,1,1252_14_30,
1252,1,1252_14_40,
1252,1,1252_14_50,
1252,1,1252_15_00,
1252,1,1252_15_10,
1252,1,1252_15_20,
1252,1,1252_15_30,
1252,1,1252_15_40,
1252,1,1252_15_50,
1252,1,1252_16_00,
1252,1,1252_16_10,
1252,1,1252_16_20,
1252,1,1252_16_30,
1252,1,1252_16_40,
1252,1,1252_16_50,
1252,1,1252_17_00,
1252,1,1252_17_10,
1252,1,1252_17_20,
1252,1,1252_17_30,
1252,1,1252_17_40,
1252,1,1252_17_50,
1252,1,1252_18_00,
1252,1,1252_18_10,
1252,1,1252_18_20,
1252,1,1252_18_30,
1252,1,1252_18_40,
1252,1,1252_18_50,
1252,1,1252_19_00,
1252,1,1252_19_10,
1252,1,1252_19_20,
1252,1,1252_19_30,
1252,1,1252_19_40,
1252,1,1252_19_50,
1252,1,1252_20_00,
1252,1,1252_20_10,
1252,1,1252_20_20,
1252,1,1252_20_30,
1252,1,1252_20_40,
1252,1,1252_20_50,
1252,1,1252_21_00,
1252,1,1252_21_10,
1252,1,1252_21_20,
1252,1,1252_21_30,
1252,1,1252_21_40,
1252,1,1252_21_50,
1252,1,1252_22_00,
1252,1,1252_22_10,
1252,1,1252_22_20,
1252,1,1252_22_30,
1252,1,1252_22_40,
1252,1,1252_22_50,
1252,1,1252_23_00,
1253,1,1253_06_00,
1253,1,1253_06_10,
1253,1,1253_06_20,
1253,1,1253_06_30,
1253,1,1253_06_40,
1253,1,1253_06_50,
1253,1,1253_07_00,
1253,1,1253_07_10,
1253,1,1253_07_20,
1253,1,1253_07_30,
1253,1,1253_07_40,
1253,1,1253_07_50,
1253,1,1253_08_00,
1253,1,1253_08_10,
1253,1,1253_08_20,
1253,1,1253_08_30,
1253,1,1253_08_40,
1253,1,1253_08_50,
1253,1,1253_09_00,
1253,1,1253_09_10,
1253,1,1253_09_20,
1253,1,1253_09_30,
1253,1,1253_09_40,
1253,1,1253_09_50,
1253,1,1253_10_00,
1253,1,1253_10_10,
1253,1,1253_10_20,
1253,1,1253_10_30,
1253,1,1253_10_40,
1253,1,1253_10_50,
1253,1,1253_11_00,
1253,1,1253_11_10,
1253,1,1253_11_20,
1253,1,1253_11_30,
1253,1,1253_11_40,
1253,1,1253_11_50,
1253,1,1253_12_00,
1253,1,1253_12_10,
1253,1,1253_12_20,
1253,1,1253_12_30,
1253,1,1253_12_40,
1253,1,1253_12_50,
1253,1,1253_13_00,
1253,1,1253_13_10,
1253,1,1253_13_20,
1253,1,1253_13_30,
1253,1,1253_13_40,
1253,1,1253_13_50,
1253,1,1253_14_00,
1253,1,1253_14_10,
1253,1,1253_14_20,
1253,1,1253_14_30,
1253,1,1253_14_40,
1253,1,1253_14_50,
1253,1,1253_15_00,
1253,1,1253_15_10,
1253,1,1253_15_20,
1253,1,1253_15_30,
1253,1,1253_15_40,
1253,1,1253_15_50,
1253,1,1253_16_00,
1253,1,1253_16_10,
1253,1,1253_16_20,
1253,1,1253_16_30,
1253,1,1253_16_40,
1253,1,1253_16_50,
1253,1,1253_17_00,
1253,1,1253_17_10,
1253,1,1253_17_20,
1253,1,1253_17_30,
1253,1,1253_17_40,
1253,1,1253_17_50,
1253,1,1253_18_00,
1253,1,1253_18_10,
1253,1,1253_18_20,
1253,1,1253_18_30,
1253,1,1253_18_40,
1253,1,1253_18_50,
1253,1,1253_19_00,
1253,1,1253_19_10,
1253,1,1253_19_20,
1253,1,1253_19_30,
1253,1,1253_19_40,
1253,1,1253_19_50,
1253,1,1253_20_00,
1253,1,1253_20_10,
1253,1,1253_20_20,
1253,1,1253_20_30,
1253,1,1253_20_40,
1253,1,1253_20_50,
1253,1,1253_21_00,
1253,1,1253_21_10,
1253,1,1253_21_20,
1253,1,1253_21_30,
1253,1,1253_21_40,
1253,1,1253_21_50,
1253,1,1253_22_00,
1253,1,1253_22_10,
1253,1,1253_22_20,
1253,1,1253_22_30,
1253,1,1253_22_40,
1253,1,1253_22_50,
1253,1,1253_23_00,
1254,1,1254_06_00,
1254,1,1254_06_10,
1254,1,1254_06_20,
1254,1,1254_06_30,
1254,1,1254_06_40,
1254,1,1254_06_50,
1254,1,1254_07_00,
1254,1,1254_07_10,
1254,1,1254_07_20,
1254,1,1254_07_30,
1254,1,1254_07_40,
1254,1,1254_07_50,
1254,1,1254_08_00,
1254,1,1254_08_10,
1254,1,1254_08_20,
1254,1,1254_08_30,
1254,1,1254_08_40,
1254,1,1254_08_50,
1254,1,1254_09_00,
1254,1,1254_09_10,
1254,1,1254_09_20,
1254,1,1254_09_30,
1254,1,1254_09_40,
1254,1,1254_09_50,
1254,1,1254_10_00,
1254,1,1254_10_10,
1254,1,1254_10_20,
1254,1,1254_10_30,
1254,1,1254_10_40,
1254,1,1254_10_50,
1254,1,1254_11_00,
1254,1,1254_11_10,
1254,1,1254_11_20,
1254,1,1254_11_30,
1254,1,1254_11_40,
1254,1,1254_11_50,
1254,1,1254_12_00,
1254,1,1254_12_10,
1254,1,1254_12_20,
1254,1,1254_12_30,
1254,1,1254_12_40,
1254,1,1254_12_50,
1254,1,1254_13_00,
1254,1,1254_13_10,
1254,1,1254_13_20,
1254,1,1254_13_30,
1254,1,1254_13_40,
1254,1,1254_13_50,
1254,1,1254_14_00,
1254,1,1254_14_10,
1254,1,1254_14_20,
1254,1,1254_14_30,
1254,1,1254_14_40,
1254,1,1254_14_50,
1254,1,1254_15_00,
1254,1,1254_15_10,
1254,1,1254_15_20,
1254,1,1254_15_30,
1254,1,1254_15_40,
1254,1,1254_15_50,
1254,1,1254_16_00,
1254,1,1254_16_10,
1254,1,1254_16_20,
1254,1,1254_16_30,
1254,1,1254_16_40,
1254,1,1254_16_50,
1254,1,1254_17_00,
1254,1,1254_17_10,
1254,1,1254_17_20,
1254,1,1254_17_30,
1254,1,1254_17_40,
1254,1,1254_17_50,
1254,1,1254_18_00,
1254,1,1254_18_10,
1254,1,1254_18_20,
1254,1,1254_18_30,
1254,1,1254_18_40,
1254,1,1254_18_50,
1254,1,1254_19_00,
1254,1,1254_19_10,
1254,1,1254_19_20,
1254,1,1254_19_30,
1254,1,1254_19_40,
1254,1,1254_19_50,
1254,1,1254_20_00,
1254,1,1254_20_10,
1254,1,1254_20_20,
1254,1,1254_20_30,
1254,1,1254_20_40,
1254,1,1254_20_50,
1254,1,1254_21_00,
1254,1,1254_21_10,
1254,1,1254_21_20,
1254,1,1254_21_30,
1254,1,1254_21_40,
1254,1,1254_21_50,
1254,1,1254_22_00,
1254,1,1254_22_10,
1254,1,1254_22_20,
1254,1,1254_22_30,
1254,1,1254_22_40,
1254,1,1254_22_50,
1254,1,1254_23_00,
1255,1,1255_06_00,
1255,1,1255_06_10,
1255,1,1255_06_20,
1255,1,1255_06_30,
1255,1,1255_06_40,
1255,1,1255_06_50,
1255,1,1255_07_00,
1255,1,1255_07_10,
1255,1,1255_07_20,
1255,1,1255_07_30,
1255,1,1255_07_40,
1255,1,1255_07_50,
1255,1,1255_08_00,
1255,1,1255_08_10,
1255,1,1255_08_20,
1255,1,1255_08_30,
1255,1,1255_08_40,
1255,1,1255_08_50,
1255,1,1255_09_00,
1255,1,1255_09_10,
1255,1,1255_09_20,
1255,1,1255_09_30,
1255,1,1255_09_40,
1255,1,1255_09_50,
1255,1,1255_10_00,
1255,1,1255_10_10,
1255,1,1255_10_20,
1255,1,1255_10_30,
1255,1,1255_10_40,
1255,1,1255_10_50,
1255,1,1255_11_00,
1255,1,1255_11_10,
1255,1,1255_11_20,
1255,1,1255_11_30,
1255,1,1255_11_40,
1255,1,1255_11_50,
1255,1,1255_12_00,
1255,1,1255_12_10,
1255,1,1255_12_20,
1255,1,1255_12_30,
1255,1,1255_12_40,
1255,1,1255_12_50,
1255,1,1255_13_00,
1255,1,1255_13_10,
1255,1,1255_13_20,
1255,1,1255_13_30,
1255,1,1255_13_40,
1255,1,1255_13_50,
1255,1,1255_14_00,
1255,1,1255_14_10,
1255,1,1255_14_20,
1255,1,1255_14_30,
1255,1,1255_14_40,
1255,1,1255_14_50,
1255,1,1255_15_00,
1255,1,1255_15_10,
1255,1,1255_15_20,
1255,1,1255_15_30,
1255,1,1255_15_40,
1255,1,1255_15_50,
1255,1,1255_16_00,
1255,1,1255_16_10,
1255,1,1255_16_20,
1255,1,1255_16_30,
1255,1,1255_16_40,
1255,1,1255_16_50,
1255,1,1255_17_00,
1255,1,1255_17_10,
1255,1,1255_17_20,
1255,1,1255_17_30,
1255,1,1255_17_40,
1255,1,1255_17_50,
1255,1,1255_18_00,
1255,1,1255_18_10,
1255,1,1255_18_20,
1255,1,1255_18_30,
1255,1,1255_18_40,
1255,1,1255_18_50,
1255,1,1255_19_00,
1255,1,1255_19_10,
1255,1,1255_19_20,
1255,1,1255_19_30,
1255,1,1255_19_40,
1255,1,1255_19_50,
1255,1,1255_20_00,
1255,1,1255_20_10,
1255,1,1255_20_20,
1255,1,1255_20_30,
1255,1,1255_20_40,
1255,1,1255_20_50,
1255,1,1255_21_00,
1255,1,1255_21_10,
1255,1,1255_21_20,
1255,1,1255_21_30,
1255,1,1255_21_40,
1255,1,1255_21_50,
1255,1,1255_22_00,
1255,1,1255_22_10,
1255,1,1255_22_20,
1255,1,1255_22_30,
1255,1,1255_22_40,
1255,1,1255_22_50,
1255,1,1255_23_00,
1256,1,1256_06_00,
1256,1,1256_06_10,
1256,1,1256_06_20,
1256,1,1256_06_30,
1256,1,1256_06_40,
1256,1,1256_06_50,
1256,1,1256_07_00,
1256,1,1256_07_10,
1256,1,1256_07_20,
1256,1,1256_07_30,
1256,1,1256_07_40,
1256,1,1256_07_50,
1256,1,1256_08_00,
1256,1,1256_08_10,
1256,1,1256_08_20,
1256,1,1256_08_30,
1256,1,1256_08_40,
1256,1,1256_08_50,
1256,1,1256_09_00,
1256,1,1256_09_10,
1256,1,1256_09_20,
1256,1,1256_09_30,
1256,1,1256_09_40,
1256,1,1256_09_50,
1256,1,1256_10_00,
1256,1,1256_10_10,
1256,1,1256_10_20,
1256,1,1256_10_30,
1256,1,1256_10_40,
1256,1,1256_10_50,
1256,1,1256_11_00,
1256,1,1256_11_10,
1256,1,1256_11_20,
1256,1,1256_11_30,
1256,1,1256_11_40,
1256,1,1256_11_50,
1256,1,1256_12_00,
1256,1,1256_12_10,
1256,1,1256_12_20,
1256,1,1256_12_30,
1256,1,1256_12_40,
1256,1,1256_12_50,
1256,1,1256_13_00,
1256,1,1256_13_10,
1256,1,1256_13_20,
1256,1,1256_13_30,
1256,1,1256_13_40,
1256,1,1256_13_50,
1256,1,1256_14_00,
1256,1,1256_14_10,
1256,1,1256_14_20,
1256,1,1256_14_30,
1256,1,1256_14_40,
1256,1,1256_14_50,
1256,1,1256_15_00,
1256,1,1256_15_10,
1256,1,1256_15_20,
1256,1,1256_15_30,
1256,1,1256_15_40,
1256,1,1256_15_50,
1256,1,1256_16_00,
1256,1,1256_16_10,
1256,1,1256_16_20,
1256,1,1256_16_30,
1256,1,1256_16_40,
1256,1,1256_16_50,
1256,1,1256_17_00,
1256,1,1256_17_10,
1256,1,1256_17_20,
1256,1,1256_17_30,
1256,1,1256_17_40,
1256,1,1256_17_50,
1256,1,1256_18_00,
1256,1,1256_18_10,
1256,1,1256_18_20,
1256,1,1256_18_30,
1256,1,1256_18_40,
1256,1,1256_18_50,
1256,1,1256_19_00,
1256,1,1256_19_10,
1256,1,1256_19_20,
1256,1,1256_19_30,
1256,1,1256_19_40,
1256,1,1256_19_50,
1256,1,1256_20_00,
1256,1,1256_20_10,
1256,1,1256_20_20,
1256,1,1256_20_30,
1256,1,1256_20_40,
1256,1,1256_20_50,
1256,1,1256_21_00,
1256,1,1256_21_10,
1256,1,1256_21_20,
1256,1,1256_21_30,
1256,1,1256_21_40,
1256,1,1256_21_50,
1256,1,1256_22_00,
1256,1,1256_22_10,
1256,1,1256_22_20,
1256,1,1256_22_30,
1256,1,1256_22_40,
1256,1,1256_22_50,
1256,1,1256_23_00,
1257,1,1257_06_00,
1257,1,1257_06_10,
1257,1,1257_06_20,
1257,1,1257_06_30,
1257,1,1257_06_40,
1257,1,1257_06_50,
1257,1,1257_07_00,
1257,1,1257_07_10,
1257,1,1257_07_20,
1257,1,1257_07_30,
1257,1,1257_07_40,
1257,1,1257_07_50,
1257,1,1257_08_00,
1257,1,1257_08_10,
1257,1,1257_08_20,
1257,1,1257_08_30,
1257,1,1257_08_40,
1257,1,1257_08_50,
1257,1,1257_09_00,
1257,1,1257_09_10,
1257,1,1257_09_20,
1257,1,1257_09_30,
1257,1,1257_09_40,
1257,1,1257_09_50,
1257,1,1257_10_00,
1257,1,1257_10_10,
1257,1,1257_10_20,
1257,1,1257_10_30,
1257,1,1257_10_40,
1257,1,1257_10_50,
1257,1,1257_11_00,
1257,1,1257_11_10,
1257,1,1257_11_20,
1257,1,1257_11_30,
1257,1,1257_11_40,
1257,1,1257_11_50,
1257,1,1257_12_00,
1257,1,1257_12_10,
1257,1,1257_12_20,
1257,1,1257_12_30,
1257,1,1257_12_40,
