bus_number,duty,ot,it,shift
DL1PC1364,764,"12/1/2020, 6:33:44 AM","1/12/2020, 7:56:35 PM",morning
DL1PC0510,578,"12/1/2020, 6:50:57 AM","1/12/2020, 7:57:14 PM",morning
DL1PC0984,764,"12/1/2020, 6:13:00 AM","1/12/2020, 1:14:12 PM",morning
DL1PC0779,817,"12/1/2020, 6:26:27 AM","1/12/2020, 7:56:47 PM",morning
DL1PB9937,539,"12/1/2020, 7:09:00 AM","1/12/2020, 2:10:29 PM",morning
DL1PC1552,845,"12/1/2020, 5:29:13 AM","12/1/2020, 12:51:24 PM",morning
DL1PC0546,817,"12/1/2020, 7:06:24 AM","1/12/2020, 2:27:07 PM",morning
DL1PC1308,701,"12/1/2020, 7:47:09 AM","1/12/2020, 8:25:19 PM",morning
DL1PC0516,817,"12/1/2020, 6:16:19 AM","1/12/2020, 1:24:38 PM",morning
DL1PB9976,828,"12/1/2020, 6:51:31 AM","1/12/2020, 2:26:58 PM",morning
DL1PC1649,764,"12/1/2020, 5:28:51 AM","1/12/2020, 2:28:58 PM",morning
DL1PB9841,539K,"12/1/2020, 6:18:09 AM","1/12/2020, 7:57:24 PM",morning
DL1PC0921,817,"12/1/2020, 8:14:50 AM","1/12/2020, 3:44:55 PM",morning
DL1PC1268,845,"12/1/2020, 6:24:40 AM","1/12/2020, 2:09:49 PM",morning
DL1PC0530,828,"12/1/2020, 7:22:03 AM","1/12/2020, 7:57:11 PM",morning
DL1PC0980,764,"12/1/2020, 6:35:08 AM","1/12/2020, 7:56:43 PM",morning
DL1PC1024,978,"01/12/2020, 04:39:41","12/1/2020, 11:36:37 AM",morning
DL1PC0562,SPECIAL-HIRE,"12/1/2020, 7:21:39 AM","12/1/2020, 12:09:52 PM",morning
DL1PC0531,764,"01/12/2020, 04:59:07","12/1/2020, 12:10:09 PM",morning
DL1PC0558,764,"12/1/2020, 8:08:23 AM","1/12/2020, 7:51:24 PM",morning
DL1PC0513,828,"12/1/2020, 6:31:46 AM","1/12/2020, 2:10:51 PM",morning
DL1PC0517,817,"01/12/2020, 04:59:51","1/12/2020, 7:51:09 PM",morning
DL1PC0512,764,"12/1/2020, 6:11:52 AM","12/1/2020, 12:50:19 PM",morning
DL1PC0506,978,"12/1/2020, 6:13:32 AM","1/12/2020, 7:51:55 PM",morning
DL1PC0529,817,"12/1/2020, 7:57:23 AM","1/12/2020, 3:45:25 PM",morning
DL1PC0547,819,"12/1/2020, 6:58:02 AM","1/12/2020, 2:30:34 PM",morning
DL1PC0542,578,"12/1/2020, 7:25:35 AM","1/12/2020, 7:57:09 PM",morning
DL1PC1550,764,"12/1/2020, 9:12:02 AM","1/12/2020, 3:45:37 PM",morning
DL1PC0559,817,"12/1/2020, 7:26:06 AM","1/12/2020, 7:57:02 PM",morning
DL1PC0463,876,"12/1/2020, 7:35:37 AM","1/12/2020, 2:30:18 PM",morning
DL1PC0532,844,"12/1/2020, 6:20:36 AM","12/1/2020, 12:46:34 PM",morning
DL1PC1043,848,"12/1/2020, 7:12:06 AM","1/12/2020, 7:56:40 PM",morning
DL1PC1023,827,"01/12/2020, 03:53:58","12/1/2020, 11:11:06 AM",morning
DL1PC1498,817,"12/1/2020, 7:34:16 AM","1/12/2020, 3:45:16 PM",morning
DL1PC0773,835,"01/12/2020, 03:43:04","12/1/2020, 10:30:06 AM",morning
DL1PC1444,878,"12/1/2020, 6:14:49 AM","12/1/2020, 12:39:20 PM",morning
DL1PC0667,764,"01/12/2020, 04:25:55","12/1/2020, 11:38:07 AM",morning
DL1PC1324,764,"12/1/2020, 6:23:33 AM","1/12/2020, 2:09:14 PM",morning
DL1PB9974,764,"12/1/2020, 6:26:03 AM","1/12/2020, 7:57:21 PM",morning
DL1PC0681,764,"01/12/2020, 04:26:32","12/1/2020, 11:48:08 AM",morning
DL1PC0041,978,"12/1/2020, 9:12:28 AM","1/12/2020, 3:45:49 PM",morning
DL1PC0184,764,"12/1/2020, 6:17:47 AM","1/12/2020, 1:14:04 PM",morning
DL1PC0923,701,"12/1/2020, 7:03:03 AM","1/12/2020, 7:56:46 PM",morning
DL1PC7809,727,"01/12/2020, 07:35:46","01/12/2020, 16:27:42",morning
DL1PC9681,978,"01/12/2020, 06:10:04","12/1/2020, 1:28:21 PM",morning
DL1PC9919,761,"01/12/2020, 08:15:16","12/1/2020, 3:11:24 PM",morning
DL1PC7579,RL-75,"01/12/2020, 07:26:33","01/12/2020, 14:28:50",morning
DL1PC7743,SPECIAL-HIRE,"12/1/2020, 11:07:45 AM","01/12/2020, 16:28:52",morning
DL1PC7805,803,"01/12/2020, 10:00:10","01/12/2020, 15:47:24",morning
DL1PC7605,923,"01/12/2020, 09:00:02","01/12/2020, 16:05:08",morning
DL1PC7758,813,"01/12/2020, 06:37:05","12/1/2020, 1:52:43 PM",morning
DL1PC3380,RL77B,"01/12/2020, 08:18:26","12/1/2020, 2:53:44 PM",morning
DL1PC7565,RL77EX,"01/12/2020, 06:19:20","01/12/2020, 13:23:00",morning
DL1PC8799,715,"01/12/2020, 07:52:45","01/12/2020, 15:22:48",morning
DL1PC3378,RL-77,"01/12/2020, 08:37:51","01/12/2020, 15:54:33",morning
DL1PC7724,RL-77EXT,"01/12/2020, 07:00:22","12/1/2020, 2:42:26 PM",morning
DL1PC7747,717,"01/12/2020, 06:58:56","12/1/2020, 1:53:34 PM",morning
DL1PC7616,770A,"01/12/2020, 07:21:51","12/1/2020, 8:34:54 PM",morning
DL1PC7751,727,"01/12/2020, 06:55:01","01/12/2020, 16:20:29",morning
DL1PC8707,RL77B,"01/12/2020, 09:04:05","01/12/2020, 15:51:11",morning
DL1PC4060,978,"01/12/2020, 06:42:01","12/1/2020, 1:57:11 PM",morning
DL1PC7571,WDM -M,"01/12/2020, 05:07:26","01/12/2020, 12:43:28",morning
DL1PC9920,RL77B,"01/12/2020, 07:17:24","12/1/2020, 2:58:14 PM",morning
DL1PC9991,715,"01/12/2020, 07:18:03","01/12/2020, 14:21:02",morning
DL1PC9974,761,"01/12/2020, 07:43:40","12/1/2020, 2:49:53 PM",morning
DL1PC9808,761,"01/12/2020, 07:38:58","12/1/2020, 3:04:11 PM",morning
DL1PC9981,761,"01/12/2020, 05:29:29","01/12/2020, 12:43:12",morning
DL1PC7712,727,"01/12/2020, 07:04:14","01/12/2020, 02:30:10",morning
DL1PC7717,803,"01/12/2020, 06:11:49","01/12/2020, 13:19:23",morning
DL1PC7720,RL-75,"01/12/2020, 09:46:05","01/12/2020, 15:32:58",morning
DL1PC7566,790,"01/12/2020, 08:26:00","01/12/2020, 15:25:43",morning
DL1PC4036,RL77B,"01/12/2020, 07:47:25","12/1/2020, 3:04:27 PM",morning
DL1PC7803,778,"01/12/2020, 05:23:18","01/12/2020, 12:58:25",morning
DL1PC7746,803,"01/12/2020, 05:39:39","01/12/2020, 12:44:27",morning
DL1PC7564,SPECIAL-HIRE,"01/12/2020, 07:31:46","01/12/2020, 11:02:05",morning
DL1PC7580,813,"01/12/2020, 05:11:09","01/12/2020, 12:24:45",morning
DL1PC7748,778,"01/12/2020, 05:58:13","12/1/2020, 1:31:45 PM",morning
DL1PC3209,727,"01/12/2020, 05:01:03","01/12/2020, 12:22:31",morning
DL1PC7830,715,"01/12/2020, 06:40:13","01/12/2020, 14:13:52",morning
DL1PC8794,715,"01/12/2020, 05:09:34","01/12/2020, 12:53:59",morning
DL1PC7723,RL77B,"01/12/2020, 06:36:36","12/1/2020, 1:46:01 PM",morning
DL1PC9661,794A,"01/12/2020, 08:24:13","12/1/2020, 3:11:48 PM",morning
DL1PC9658,721,"01/12/2020, 05:02:21","01/12/2020, 12:44:06",morning
DL1PC7722,727,"01/12/2020, 08:14:58","12/1/2020, 3:07:45 PM",morning
DL1PC7651,RL-77EXT,"01/12/2020, 09:08:53","01/12/2020, 04:30:58",morning
DL1PC7582,978,"01/12/2020, 05:33:17","01/12/2020, 13:16:33",morning
DL1PC4037,781,"01/12/2020, 10:46:22","01/12/2020, 16:25:28",morning
DL1PC7727,RL-75,"01/12/2020, 09:27:21","01/12/2020, 03:43:10",morning
DL1PC7570,770A,"01/12/2020, 06:24:21","12/1/2020, 1:49:02 PM",morning
DL1PC7719,923,"01/12/2020, 07:27:40","01/12/2020, 02:30:19",morning
DL1PC7753,803,"01/12/2020, 06:49:03","12/1/2020, 2:04:05 PM",morning
DL1PC3208,978,"01/12/2020, 06:56:43","01/12/2020, 14:25:31",morning
DL1PC7829,727,"01/12/2020, 06:04:05","01/12/2020, 13:19:15",morning
DL1PC7757,761,"01/12/2020, 05:02:59","01/12/2020, 12:20:03",morning
DL1PC7709,778,"01/12/2020, 08:27:43","12/1/2020, 3:11:35 PM",morning
DL1PC8717,721,"01/12/2020, 07:56:56","12/1/2020, 2:54:12 PM",morning
DL1PC7578,761,"01/12/2020, 07:14:04","01/12/2020, 14:10:51",morning
DL1PC7649,761,"01/12/2020, 06:50:21","01/12/2020, 14:10:57",morning
DL1PC7654,717,"01/12/2020, 06:22:51","12/1/2020, 1:49:33 PM",morning
DL1PC9730,781,"01/12/2020, 08:01:57","01/12/2020, 15:43:14",morning
DL1PC8802,781,"01/12/2020, 07:15:28","12/1/2020, 2:32:11 PM",morning
DL1PC7726,778,"01/12/2020, 06:48:02","01/12/2020, 14:28:36",morning
DL1PC7714,781,"01/12/2020, 05:00:34","01/12/2020, 12:57:30",morning
DL1PC7657,722,"01/12/2020, 05:31:59","12/1/2020, 1:27:43 PM",morning
DL1PC7721,803,"01/12/2020, 05:10:59","01/12/2020, 12:22:53",morning
DL1PC4022,727,"01/12/2020, 06:37:18","12/1/2020, 1:52:55 PM",morning
DL1PC8730,721,"01/12/2020, 05:39:07","01/12/2020, 13:15:55",morning
DL1PC7708,978,"01/12/2020, 05:24:36","01/12/2020, 12:48:11",morning
DL1PC7749,887,"01/12/2020, 05:28:08","01/12/2020, 13:01:36",morning
DL1PC7808,770A,"01/12/2020, 05:01:52","01/12/2020, 12:28:50",morning
