bus_number,duty,ot,it,shift
DL1PC7139,419,"12/6/2020, 5:54:36 AM","12/6/2020, 1:27:07 PM",morning
DL1PC7136,419,"12/6/2020, 7:19:28 AM","12/6/2020, 3:21:44 PM",morning
DL1PC7218,680,"12/6/2020, 6:11:39 AM","12/6/2020, 1:51:25 PM",morning
DL1PC7063,521,"12/6/2020, 5:51:18 AM","12/6/2020, 1:09:13 PM",morning
DL1PC7075,423,"12/6/2020, 6:56:39 AM","12/6/2020, 2:36:46 PM",morning
DL1PC7311,522,"12/6/2020, 7:44:47 AM","12/6/2020, 2:38:10 PM",morning
DL1PC7011,469,"12/6/2020, 5:55:01 AM","12/6/2020, 1:23:51 PM",morning
DL1PC7142,469,"12/6/2020, 7:07:17 AM","12/6/2020, 2:38:32 PM",morning
DL1PC7038,505,"12/6/2020, 6:27:26 AM","12/6/2020, 2:22:50 PM",morning
DL1PC7086,423,"12/6/2020, 8:10:56 AM","12/6/2020, 3:21:32 PM",morning
DL1PC7046,419,"12/6/2020, 6:38:37 AM","12/6/2020, 2:21:24 PM",morning
DL1PC7073,419,"12/6/2020, 7:01:54 AM","12/6/2020, 2:38:37 PM",morning
DL1PC7065,419,"06/12/2020, 05:03:57","12/6/2020, 1:10:37 PM",morning
DL1PC7055,500,"12/6/2020, 5:56:16 AM","12/6/2020, 1:51:39 PM",morning
DL1PC7029,423,"06/12/2020, 04:59:31","12/6/2020, 1:10:07 PM",morning
DL1PC7022,519,"12/6/2020, 6:02:33 AM","12/6/2020, 4:25:30 PM",morning
DL1PC7150,469,"12/6/2020, 5:50:53 AM","12/6/2020, 1:09:50 PM",morning
DL1PC7004,419,"12/6/2020, 6:36:31 AM","12/6/2020, 2:07:49 PM",morning
DL1PC7025,680,"12/6/2020, 8:11:58 AM","12/6/2020, 3:56:30 PM",morning
DL1PC7058,419,"12/6/2020, 6:04:21 AM","12/6/2020, 2:07:11 PM",morning
DL1PC7033,469,"12/6/2020, 8:17:42 AM","12/6/2020, 1:09:36 PM",morning
DL1PC7045,680,"12/6/2020, 6:00:00 AM","12/6/2020, 1:42:06 PM",morning
DL1PC7394,469,"12/6/2020, 6:33:54 AM","12/6/2020, 1:44:17 PM",morning
DL1PC7078,506STL,"12/6/2020, 5:55:37 AM","12/6/2020, 1:19:25 PM",morning
DL1PC7092,419,"12/6/2020, 7:16:49 AM","12/6/2020, 3:11:19 PM",morning
DL1PC7003,419,"12/6/2020, 6:54:03 AM","12/6/2020, 2:21:28 PM",morning
DL1PC7049,411,"12/6/2020, 6:16:06 AM","12/6/2020, 1:55:51 PM",morning
DL1PC7030,516,"12/6/2020, 6:44:31 AM","12/6/2020, 2:45:16 PM",morning
DL1PC7071,469,"06/12/2020, 04:59:10","12/6/2020, 1:10:44 PM",morning
DL1PC7087,680,"12/6/2020, 8:41:31 AM","12/6/2020, 3:54:24 PM",morning
DL1PC7039,413,"12/6/2020, 6:08:48 AM","12/6/2020, 1:57:28 PM",morning
DL1PC7135,469,"12/6/2020, 6:10:25 AM","12/6/2020, 1:29:55 PM",morning
DL1PC7083,505,"12/6/2020, 7:53:53 AM","12/6/2020, 3:33:36 PM",morning
DL1PC7137,419,"12/6/2020, 6:17:09 AM","12/6/2020, 1:51:53 PM",morning
DL1PC7037,516,"12/6/2020, 7:19:50 AM","12/6/2020, 3:12:01 PM",morning
DL1PC7079,423,"12/6/2020, 7:49:34 AM","12/6/2020, 3:13:13 PM",morning
DL1PC7064,469,"12/6/2020, 6:22:11 AM","12/6/2020, 1:51:33 PM",morning
DL1PC7067,522,"12/6/2020, 5:52:24 AM","12/6/2020, 1:10:31 PM",morning
DL1PC7074,542,"12/6/2020, 6:35:55 AM","12/6/2020, 2:07:33 PM",morning
DL1PC9091,392B,"12/6/2020, 8:06:07 AM","12/6/2020, 1:44:44 PM",morning
DL1PC8232,192,"12/6/2020, 5:03:52 AM","12/6/2020, 1:21:23 PM",morning
DL1PC9520,912,"12/6/2020, 6:23:20 AM","12/6/2020, 1:49:13 PM",morning
DL1PC9093,392B,"12/6/2020, 7:20:11 AM","12/6/2020, 2:05:37 PM",morning
DL1PC7117,192,"12/6/2020, 6:06:51 AM","12/6/2020, 1:20:22 PM",morning
DL1PC9571,SPECIAL-HIRE,"12/6/2020, 8:41:10 AM","12/6/2020, 9:04:00 PM",morning
DL1PC9078,118EXT,"12/6/2020, 6:44:07 AM","12/6/2020, 1:41:29 PM",morning
DL1PC9081,Air Port Ex-Press - 4,"12/6/2020, 6:55:47 AM","12/6/2020, 1:50:05 PM",morning
DL1PC9516,SPECIAL-HIRE,"12/6/2020, 8:40:21 AM","12/6/2020, 9:04:04 PM",morning
DL1PC7097,185,"12/6/2020, 5:04:06 AM","12/6/2020, 1:21:30 PM",morning
DL1PC7098,405,"12/6/2020, 6:31:28 AM","12/6/2020, 1:44:36 PM",morning
DL1PC9940,192,"12/6/2020, 7:40:59 AM","12/6/2020, 2:57:59 PM",morning
DL1PC9849,SPECIAL-HIRE,"12/6/2020, 8:42:36 AM","12/6/2020, 9:02:58 PM",morning
DL1PC8231,SPECIAL-HIRE,"12/6/2020, 8:44:02 AM","12/6/2020, 9:04:07 PM",morning
DL1PC9102,392B,"12/6/2020, 5:57:23 AM","12/6/2020, 1:20:34 PM",morning
DL1PC9095,392B,"12/6/2020, 7:38:29 AM","12/6/2020, 2:15:05 PM",morning
DL1PC9518,912,"12/6/2020, 5:04:41 AM","12/6/2020, 9:05:00 PM",morning
DL1PC9094,118EXT,"12/6/2020, 5:56:53 AM","12/6/2020, 1:19:39 PM",morning
DL1PC9101,721,"12/6/2020, 7:38:05 AM","12/6/2020, 2:58:30 PM",morning
DL1PC9565,405,"12/6/2020, 6:48:21 AM","12/6/2020, 2:04:08 PM",morning
DL1PC9791,192,"12/6/2020, 6:50:17 AM","12/6/2020, 2:37:24 PM",morning
DL1PC9794,182A,"12/6/2020, 6:10:50 AM","12/6/2020, 1:41:59 PM",morning
DL1PC9801,116,"12/6/2020, 7:40:30 AM","12/6/2020, 2:15:18 PM",morning
DL1PC9566,185,"12/6/2020, 5:03:39 AM","12/6/2020, 12:16:25 PM",morning
DL1PC7096,192,"12/6/2020, 5:15:56 AM","12/6/2020, 1:21:02 PM",morning
DL1PC7090,192,"12/6/2020, 6:08:49 AM","12/6/2020, 1:47:49 PM",morning
DL1PC9848,271,"12/6/2020, 6:41:23 AM","12/6/2020, 2:03:24 PM",morning
DL1PC9088,729,"12/6/2020, 5:04:23 AM","12/6/2020, 1:21:16 PM",morning
DL1PC9856,SPECIAL-HIRE,"12/6/2020, 8:42:17 AM","12/6/2020, 9:02:57 PM",morning
DL1PC9080,392B,"12/6/2020, 6:20:32 AM","12/6/2020, 1:41:50 PM",morning
DL1PC9792,SPECIAL-HIRE,"12/6/2020, 8:44:49 AM","12/6/2020, 9:03:57 PM",morning
DL1PC9521,921,"12/6/2020, 6:28:13 AM","12/6/2020, 1:50:54 PM",morning
DL1PC9519,SPECIAL-HIRE,"12/6/2020, 8:43:28 AM","12/6/2020, 9:04:02 PM",morning
DL1PC9517,SPECIAL-HIRE,"12/6/2020, 8:44:19 AM","12/6/2020, 9:04:03 PM",morning
DL1PC9089,Air Port Ex-Press - 4,"12/6/2020, 5:19:04 AM","12/6/2020, 12:16:50 PM",morning
DL1PC9097,729,"12/6/2020, 7:41:26 AM","12/6/2020, 3:34:40 PM",morning
DL1PC9103,729,"12/6/2020, 8:06:39 AM","12/6/2020, 3:35:31 PM",morning
DL1PC7113,SPECIAL-HIRE,"12/6/2020, 8:46:07 AM","12/6/2020, 9:04:08 PM",morning
DL1PC9129,Air Port Ex-Press - 4,"12/6/2020, 8:05:46 AM","12/6/2020, 2:05:26 PM",morning
DL1PC9082,Air Port Ex-Press - 4,"12/6/2020, 5:57:49 AM","12/6/2020, 2:04:22 PM",morning
DL1PC9878,SPECIAL-HIRE,"12/6/2020, 8:40:39 AM","12/6/2020, 9:02:56 PM",morning
DL1PC9795,192,"12/6/2020, 6:20:51 AM","12/6/2020, 1:41:22 PM",morning
DL1PC8878,SPECIAL-HIRE,"12/6/2020, 8:41:59 AM","12/6/2020, 9:04:05 PM",morning
DL1PC9892,SPECIAL-HIRE,"12/6/2020, 8:43:47 AM","12/6/2020, 9:02:55 PM",morning
DL1PC8877,185,"12/6/2020, 5:37:35 AM","12/6/2020, 1:20:43 PM",morning
DL1PC9085,729,"12/6/2020, 7:19:17 AM","12/6/2020, 2:50:52 PM",morning
DL1PC9799,26,"12/6/2020, 5:19:53 AM","12/6/2020, 1:20:51 PM",morning
DL1PC9574,SPECIAL-HIRE,"12/6/2020, 8:42:53 AM","12/6/2020, 9:03:58 PM",morning
DL1PC9079,118EXT,"12/6/2020, 6:44:53 AM","12/6/2020, 1:36:50 PM",morning
DL1PC7100,912,"12/6/2020, 5:59:20 AM","12/6/2020, 1:41:43 PM",morning
DL1PC9852,192,"12/6/2020, 5:31:41 AM","12/6/2020, 1:21:09 PM",morning
DL1PC9800,882,"12/6/2020, 6:42:54 AM","12/6/2020, 1:42:08 PM",morning
DL1PC0346,539,"12/6/2020, 7:20:38 AM","12/6/2020, 2:56:35 PM",morning
DL1PC0544,234,"12/6/2020, 6:15:14 AM","12/6/2020, 1:30:14 PM",morning
DL1PB9993,828,"12/6/2020, 5:30:14 AM","12/6/2020, 12:38:09 PM",morning
DL1PC0509,539,"12/6/2020, 7:20:06 AM","12/6/2020, 2:55:46 PM",morning
DL1PC0342,764,"12/6/2020, 5:26:07 AM","12/6/2020, 12:36:02 PM",morning
DL1PC0508,817,"12/6/2020, 5:02:35 AM","12/6/2020, 12:23:07 PM",morning
DL1PC1089,844,"12/6/2020, 7:08:47 AM","12/6/2020, 2:00:34 PM",morning
DL1PC1390,764,"12/6/2020, 6:32:25 AM","12/6/2020, 1:31:25 PM",morning
DL1PC1562,764,"12/6/2020, 6:36:30 AM","12/6/2020, 1:06:16 PM",morning
DL1PC0514,539A,"12/6/2020, 4:50:16 AM","12/6/2020, 11:57:42 AM",morning
DL1PC0543,828,"12/6/2020, 3:56:14 AM","12/6/2020, 10:43:19 AM",morning
DL1PC0116,848,"12/6/2020, 6:31:37 AM","12/6/2020, 1:31:16 PM",morning
DL1PB9879,817,"12/6/2020, 7:42:50 AM","12/6/2020, 3:10:07 PM",morning
DL1PC0981,539,"12/6/2020, 6:18:11 AM","12/6/2020, 1:31:05 PM",morning
DL1PB9913,578,"12/6/2020, 7:09:13 AM","12/6/2020, 2:55:19 PM",morning
DL1PC0170,539,"12/6/2020, 6:44:50 AM","12/6/2020, 1:32:16 PM",morning
DL1PC0206,978,"12/6/2020, 6:17:14 AM","12/6/2020, 1:11:55 PM",morning
DL1PC1364,539,"12/6/2020, 6:56:20 AM","12/6/2020, 2:00:00 PM",morning
DL1PC0510,764,"12/6/2020, 4:31:00 AM","12/6/2020, 11:35:20 AM",morning
DL1PC0984,764,"12/6/2020, 6:17:46 AM","12/6/2020, 1:01:07 PM",morning
DL1PC0779,817,"12/6/2020, 6:31:09 AM","12/6/2020, 1:31:58 PM",morning
DL1PC1552,845,"12/6/2020, 5:26:31 AM","12/6/2020, 12:40:42 PM",morning
DL1PC0546,701,"12/6/2020, 7:47:13 AM","12/6/2020, 3:10:18 PM",morning
DL1PC0921,817,"12/6/2020, 7:32:10 AM","12/6/2020, 2:06:40 PM",morning
DL1PC1268,978,"12/6/2020, 4:49:50 AM","12/6/2020, 11:28:19 AM",morning
DL1PC0530,828,"12/6/2020, 7:21:23 AM","12/6/2020, 2:56:46 PM",morning
DL1PC0980,764,"12/6/2020, 6:13:21 AM","12/6/2020, 1:00:17 PM",morning
DL1PC0531,764,"12/6/2020, 5:01:36 AM","12/6/2020, 12:01:50 PM",morning
DL1PC0108,817,"12/6/2020, 6:27:21 AM","12/6/2020, 2:00:45 PM",morning
DL1PC0513,828,"12/6/2020, 6:22:12 AM","12/6/2020, 1:59:14 PM",morning
DL1PC0517,817,"12/6/2020, 7:30:40 AM","12/6/2020, 2:56:25 PM",morning
DL1PC0512,817,"12/6/2020, 8:17:30 AM","12/6/2020, 3:56:12 PM",morning
DL1PC0506,978,"12/6/2020, 5:26:55 AM","12/6/2020, 12:39:17 PM",morning
DL1PC0529,SPECIAL-HIRE,"12/6/2020, 7:41:09 AM","12/6/2020, 12:41:41 PM",morning
DL1PC0547,819,"12/6/2020, 6:56:49 AM","12/6/2020, 2:55:32 PM",morning
DL1PC0542,578,"12/6/2020, 7:10:11 AM","12/6/2020, 2:56:14 PM",morning
DL1PC1550,764,"12/6/2020, 4:31:23 AM","12/6/2020, 11:43:33 AM",morning
DL1PC0559,848,"12/6/2020, 7:25:58 AM","12/6/2020, 2:55:57 PM",morning
DL1PC0532,844,"12/6/2020, 6:13:47 AM","12/6/2020, 12:43:04 PM",morning
DL1PC0551,539,"12/6/2020, 6:14:12 AM","12/6/2020, 12:51:09 PM",morning
DL1PC1023,827,"12/6/2020, 5:24:04 AM","12/6/2020, 11:27:28 AM",morning
DL1PC0093,539K,"12/6/2020, 6:15:42 AM","12/6/2020, 1:30:21 PM",morning
DL1PC1498,978,"12/6/2020, 8:23:28 AM","12/6/2020, 3:30:09 PM",morning
DL1PC0773,835,"12/6/2020, 3:55:20 AM","12/6/2020, 10:31:51 AM",morning
DL1PC0667,821,"12/6/2020, 7:08:21 AM","12/6/2020, 2:07:30 PM",morning
DL1PB9974,764,"12/6/2020, 6:32:01 AM","12/6/2020, 2:07:12 PM",morning
DL1PC0681,828,"12/6/2020, 6:45:15 AM","12/6/2020, 2:07:49 PM",morning
DL1PC0184,764,"12/6/2020, 6:16:20 AM","12/6/2020, 1:30:35 PM",morning
DL1PC0923,701,"12/6/2020, 7:07:49 AM","12/6/2020, 2:00:21 PM",morning
DL1PC7809,727,"12/6/2020, 7:29:25 AM","06/12/2020, 14:45:57",morning
DL1PC9681,978,"12/6/2020, 6:05:42 AM","06/12/2020, 15:24:26",morning
DL1PC9919,761,"12/6/2020, 7:58:51 AM","06/12/2020, 15:10:39",morning
DL1PC7743,SPECIAL-HIRE,"12/6/2020, 7:41:36 AM","06/12/2020, 15:54:08",morning
DL1PC7605,778,"12/6/2020, 6:28:17 AM","06/12/2020, 13:45:25",morning
DL1PC7758,RL-77EXT,"12/6/2020, 8:35:06 AM","06/12/2020, 16:15:04",morning
DL1PC3380,RL77B,"12/6/2020, 7:31:30 AM","06/12/2020, 14:32:00",morning
DL1PC4038,978,"12/6/2020, 7:26:03 AM","06/12/2020, 14:25:21",morning
DL1PC8799,RL-77A,"12/6/2020, 7:23:32 AM","06/12/2020, 14:52:34",morning
DL1PC3378,RL-77,"12/6/2020, 8:03:35 AM",,morning
DL1PC7724,RL-77EXT,"12/6/2020, 6:52:17 AM","06/12/2020, 14:24:01",morning
DL1PC7751,727,"12/6/2020, 7:07:03 AM","06/12/2020, 14:14:01",morning
DL1PC4060,715,"12/6/2020, 7:11:43 AM","06/12/2020, 14:20:39",morning
DL1PC7571,WDM -M,"12/6/2020, 5:13:58 AM","12/6/2020, 12:26:28 PM",morning
DL1PC9920,RL77B,"12/6/2020, 7:23:31 AM","06/12/2020, 14:31:31",morning
DL1PC9991,781,"12/6/2020, 7:28:59 AM","06/12/2020, 14:41:53",morning
DL1PC9974,761,"12/6/2020, 7:58:13 AM","06/12/2020, 15:06:53",morning
DL1PC9981,761,"12/6/2020, 5:44:38 AM","12/6/2020, 1:11:15 PM",morning
DL1PC7717,803,"12/6/2020, 6:33:38 AM","12/6/2020, 1:17:07 PM",morning
DL1PC7720,978,"12/6/2020, 5:11:03 AM","12/6/2020, 12:26:35 PM",morning
DL1PC7566,778,"12/6/2020, 7:32:44 AM","06/12/2020, 14:45:50",morning
DL1PC4036,727,"12/6/2020, 8:48:29 AM","06/12/2020, 15:36:05",morning
DL1PC7803,778,"12/6/2020, 5:38:40 AM","12/6/2020, 1:11:52 PM",morning
DL1PC7746,803,"12/6/2020, 5:51:12 AM","12/6/2020, 12:46:09 PM",morning
DL1PC7748,778,"12/6/2020, 5:54:39 AM","06/12/2020, 15:24:02",morning
DL1PC3209,727,"12/6/2020, 5:11:20 AM","06/12/2020, 15:23:53",morning
DL1PC7830,SPECIAL-HIRE,"12/6/2020, 7:35:28 AM","12/6/2020, 10:31:53 AM",morning
DL1PC8794,715,"12/6/2020, 5:57:04 AM","06/12/2020, 15:24:08",morning
DL1PC7723,RL-77B,"12/6/2020, 6:49:03 AM","06/12/2020, 13:49:34",morning
DL1PC7718,770A,"12/6/2020, 7:58:20 AM","06/12/2020, 15:07:02",morning
DL1PC9661,727,"12/6/2020, 6:38:13 AM","06/12/2020, 13:48:01",morning
DL1PC7569,770A,"12/6/2020, 7:34:48 AM","06/12/2020, 14:52:42",morning
DL1PC9658,721,"12/6/2020, 5:35:48 AM","12/6/2020, 12:38:17 PM",morning
DL1PC7722,803,"12/6/2020, 6:32:58 AM","06/12/2020, 15:24:40",morning
DL1PC7582,727,"12/6/2020, 7:15:38 AM","06/12/2020, 14:42:20",morning
DL1PC4037,RL-77EXT,"12/6/2020, 7:57:48 AM","06/12/2020, 15:10:52",morning
DL1PC7570,770A,"12/6/2020, 6:33:56 AM","12/6/2020, 1:14:11 PM",morning
DL1PC7719,761,"12/6/2020, 7:14:26 AM","06/12/2020, 14:17:41",morning
DL1PC7753,803,"12/6/2020, 6:47:02 AM","06/12/2020, 15:25:20",morning
DL1PC3208,978,"12/6/2020, 6:41:44 AM","06/12/2020, 14:00:03",morning
DL1PC7829,727,"12/6/2020, 6:05:17 AM","12/6/2020, 1:14:42 PM",morning
DL1PC7757,761,"12/6/2020, 5:12:03 AM","12/6/2020, 12:26:50 PM",morning
DL1PC7709,778,"12/6/2020, 5:36:24 AM","12/6/2020, 1:13:46 PM",morning
DL1PC8717,978,"12/6/2020, 7:37:45 AM","06/12/2020, 15:18:44",morning
DL1PC7578,717A,"12/6/2020, 7:06:41 AM","06/12/2020, 14:06:13",morning
DL1PC7745,770A,"12/6/2020, 7:03:28 AM","06/12/2020, 14:38:45",morning
DL1PC7649,761,"12/6/2020, 6:55:41 AM","06/12/2020, 13:45:00",morning
DL1PC8802,781,"12/6/2020, 7:15:56 AM","06/12/2020, 13:46:07",morning
DL1PC7726,778,"12/6/2020, 6:46:24 AM","06/12/2020, 14:13:17",morning
DL1PC7714,923,"12/6/2020, 7:26:48 AM","06/12/2020, 14:57:03",morning
DL1PC7657,715,"12/6/2020, 6:48:29 AM","06/12/2020, 13:49:11",morning
DL1PC8800,RL-77,"12/6/2020, 6:14:50 AM","06/12/2020, 13:42:02",morning
DL1PC7721,978,"12/6/2020, 6:58:39 AM","06/12/2020, 14:43:24",morning
DL1PC4022,781,"12/6/2020, 8:13:55 AM","06/12/2020, 15:57:05",morning
DL1PC8730,781,"12/6/2020, 8:04:43 AM","06/12/2020, 15:55:13",morning
DL1PC7708,978,"12/6/2020, 5:21:50 AM","12/6/2020, 1:12:21 PM",morning
DL1PC7749,813,"12/6/2020, 7:33:16 AM","06/12/2020, 14:38:59",morning
DL1PC7808,778,"12/6/2020, 5:11:40 AM","12/6/2020, 12:27:18 PM",morning
DL1PC8797,RL77B,"12/6/2020, 8:34:13 AM","06/12/2020, 14:53:01",morning
DL1PC3205,721,"12/6/2020, 6:13:16 AM","12/6/2020, 1:13:57 PM",morning
DL1PC7831,781,"12/6/2020, 6:49:51 AM","06/12/2020, 13:55:38",morning
DL1PC3379,727,"12/6/2020, 5:42:31 AM","12/6/2020, 1:11:34 PM",morning
DL1PC7832,778,"12/6/2020, 5:50:02 AM","12/6/2020, 11:06:46 AM",morning
DL1PC8731,RL-77,"12/6/2020, 8:08:35 AM","06/12/2020, 15:32:01",morning
DL1PC9980,794,"12/6/2020, 6:31:38 AM","06/12/2020, 13:50:20",morning
DL1PC8710,761,"12/6/2020, 6:37:52 AM","06/12/2020, 13:47:54",morning
DL1PC7659,978,"12/6/2020, 6:06:00 AM","12/6/2020, 1:12:42 PM",morning
DL1PC3375,721,"12/6/2020, 6:40:48 AM","06/12/2020, 13:46:32",morning
DL1PC7804,717A,"12/6/2020, 6:37:40 AM","06/12/2020, 13:45:31",morning
DL1PC7567,978,"12/6/2020, 6:50:21 AM","06/12/2020, 14:21:35",morning
DL1PC9923,978,"12/6/2020, 6:29:51 AM","06/12/2020, 13:50:10",morning
DL1PC8795,794,"12/6/2020, 5:37:58 AM","12/6/2020, 1:11:27 PM",morning
DL1PC9994,721,"12/6/2020, 8:15:07 AM","06/12/2020, 15:50:50",morning
DL1PC9809,978,"12/6/2020, 5:43:21 AM","12/6/2020, 1:11:08 PM",morning
DL1PC9662,RL77B,"12/6/2020, 5:12:22 AM","12/6/2020, 12:30:48 PM",morning
DL1PC7652,SPECIAL-HIRE,"12/6/2020, 7:41:57 AM","06/12/2020, 15:54:09",morning
DL1PC7806,740B,"12/6/2020, 8:10:27 AM","06/12/2020, 15:14:36",morning
DL1PC7716,978,"12/6/2020, 5:10:44 AM","12/6/2020, 12:27:01 PM",morning
DL1PC9663,RL-77EXT,"12/6/2020, 8:33:35 AM","06/12/2020, 15:50:19",morning
DL1PC8922,794,"12/6/2020, 8:03:22 AM","06/12/2020, 15:06:08",morning
DL1PC9664,727,"12/6/2020, 6:55:53 AM","06/12/2020, 14:21:00",morning
DL1PC9979,RL77B,"12/6/2020, 9:38:41 AM","06/12/2020, 15:39:56",morning
DL1PC7653,778,"12/6/2020, 6:36:31 AM","06/12/2020, 14:07:04",morning
DL1PC7725,887,"12/6/2020, 5:52:30 AM","12/6/2020, 1:14:40 PM",morning
DL1PC9668,978,"12/6/2020, 5:20:36 AM","12/6/2020, 12:39:21 PM",morning
DL1PC8712,RL-77A,"12/6/2020, 8:01:03 AM","06/12/2020, 15:46:31",morning
DL1PC7750,RL-77A,"12/6/2020, 5:31:21 AM","12/6/2020, 1:12:01 PM",morning
DL1PC9982,978,"12/6/2020, 6:35:08 AM","06/12/2020, 13:52:43",morning
DL1PC7755,803,"12/6/2020, 7:59:12 AM","06/12/2020, 15:17:47",morning
DL1PC8796,721,"12/6/2020, 7:31:12 AM","06/12/2020, 14:17:24",morning
DL1PC8826,715,"12/6/2020, 6:43:40 AM","06/12/2020, 14:05:14",morning
DL1PC7710,813,"12/6/2020, 6:34:21 AM","06/12/2020, 13:45:20",morning
DL1PC7706,813,"12/6/2020, 5:10:13 AM","12/6/2020, 1:12:13 PM",morning
DL1PC9667,740B,"12/6/2020, 7:15:17 AM","06/12/2020, 14:34:40",morning
DL1PC7752,RL-75,"12/6/2020, 8:26:16 AM","06/12/2020, 15:50:07",morning
DL1PC3206,RL-77,"12/6/2020, 5:37:33 AM","12/6/2020, 1:11:41 PM",morning
DL1PC7713,740B,"12/6/2020, 7:24:07 AM","06/12/2020, 14:38:09",morning
DL1PC7568,721,"12/6/2020, 7:04:16 AM","06/12/2020, 14:56:29",morning
DL1PC7123,SPECIAL-HIRE,"12/6/2020, 4:53:10 AM","12/6/2020, 5:01:54 PM",morning
DL1PC7302,717,"12/6/2020, 9:33:41 AM","12/6/2020, 6:01:53 PM",morning
DL1PC7128,SPECIAL-HIRE,"12/6/2020, 5:00:26 AM","12/6/2020, 5:01:53 PM",morning
DL1PC7401,SPECIAL-HIRE,"12/6/2020, 5:07:07 AM","12/6/2020, 5:01:50 PM",morning
DL1PC7584,729,"12/6/2020, 7:45:25 AM","12/6/2020, 3:28:24 PM",morning
DL1PC7101,543A,"12/6/2020, 5:32:41 AM","12/6/2020, 1:03:47 PM",morning
DL1PC7144,721,"12/6/2020, 6:42:23 AM","12/6/2020, 1:56:50 PM",morning
DL1PC7107,717,"12/6/2020, 6:50:03 AM","12/6/2020, 2:12:10 PM",morning
DL1PC7333,OMS (+),"12/6/2020, 6:12:41 AM","12/6/2020, 1:01:58 PM",morning
DL1PC7256,721,"12/6/2020, 5:23:15 AM","12/6/2020, 2:13:55 PM",morning
DL1PC9115,543A,"12/6/2020, 9:31:07 AM","12/6/2020, 1:57:07 PM",morning
DL1PC7225,718,"12/6/2020, 5:31:06 AM","12/6/2020, 1:11:20 PM",morning
DL1PC7264,729,"12/6/2020, 5:01:26 AM","12/6/2020, 2:13:35 PM",morning
