bus_number,duty,ot,it,shift
DL1PC9103,392B,"12/12/2020, 6:49:50 AM","12/12/2020, 1:47:03 PM",morning
DL1PC9517,116,"12/12/2020, 5:45:03 AM","12/12/2020, 1:26:37 PM",morning
DL1PC9080,118EXT,"12/12/2020, 7:13:17 AM","12/12/2020, 1:43:56 PM",morning
DL1PC9892,SPECIAL-HIRE,"12/12/2020, 9:37:02 AM","12/12/2020, 5:28:12 PM",morning
DL1PC9848,192,"12/12/2020, 5:04:08 AM","12/12/2020, 12:31:55 PM",morning
DL1PC9084,Air Port Ex-Press - 4,"12/12/2020, 5:57:11 AM","12/12/2020, 1:32:23 PM",morning
DL1PC9521,405,"12/12/2020, 6:43:08 AM","12/12/2020, 5:21:28 PM",morning
DL1PC9101,118EXT,"12/12/2020, 6:16:36 AM","12/12/2020, 1:26:30 PM",morning
DL1PC8231,SPECIAL-HIRE,"12/12/2020, 9:35:17 AM","12/12/2020, 5:28:05 PM",morning
DL1PC9093,729,"12/12/2020, 5:11:00 AM","12/12/2020, 2:50:33 PM",morning
DL1PC9852,185,"12/12/2020, 5:10:41 AM","12/12/2020, 1:28:19 PM",morning
DL1PC8878,182A,"12/12/2020, 6:15:46 AM","12/12/2020, 1:37:46 PM",morning
DL1PC9518,912,"12/12/2020, 5:11:32 AM","12/12/2020, 1:25:28 PM",morning
DL1PC9078,118EXT,"12/12/2020, 7:14:56 AM","12/12/2020, 1:39:15 PM",morning
DL1PC9091,721,"12/12/2020, 7:45:16 AM","12/12/2020, 2:31:48 PM",morning
DL1PC9795,192,"12/12/2020, 5:44:03 AM","12/12/2020, 1:26:53 PM",morning
DL1PC9847,SPECIAL-HIRE,"12/12/2020, 9:36:27 AM","12/12/2020, 5:28:10 PM",morning
DL1PC7448,SPECIAL-HIRE,"12/12/2020, 9:37:51 AM","12/12/2020, 5:28:15 PM",morning
DL1PC7090,192,"12/12/2020, 6:15:00 AM","12/12/2020, 1:43:14 PM",morning
DL1PC7096,192,"12/12/2020, 5:11:52 AM","12/12/2020, 12:45:23 PM",morning
DL1PC9794,192,"12/12/2020, 5:12:14 AM","12/12/2020, 1:25:01 PM",morning
DL1PC9102,392B,"12/12/2020, 7:26:17 AM","12/12/2020, 2:09:04 PM",morning
DL1PC9516,SPECIAL-HIRE,"12/12/2020, 9:35:05 AM","12/12/2020, 5:28:04 PM",morning
DL1PC9849,SPECIAL-HIRE,"12/12/2020, 9:36:12 AM","12/12/2020, 5:28:09 PM",morning
DL1PC9520,SPECIAL-HIRE,"12/12/2020, 9:37:34 AM","12/12/2020, 5:28:14 PM",morning
DL1PC9089,392B,"12/12/2020, 6:15:26 AM","12/12/2020, 1:42:27 PM",morning
DL1PC9082,392B,"12/12/2020, 7:26:01 AM","12/12/2020, 1:57:55 PM",morning
DL1PC9850,192,"12/12/2020, 8:32:49 AM","12/12/2020, 3:54:47 PM",morning
DL1PC9853,185,"12/12/2020, 5:44:34 AM","12/12/2020, 1:04:45 PM",morning
DL1PC9792,912,"12/12/2020, 7:05:57 AM","12/12/2020, 1:49:16 PM",morning
DL1PC9571,SPECIAL-HIRE,"12/12/2020, 9:35:30 AM","12/12/2020, 5:28:06 PM",morning
DL1PC9566,SPECIAL-HIRE,"12/12/2020, 9:37:18 AM","12/12/2020, 3:34:51 PM",morning
DL1PC9801,192,"12/12/2020, 5:45:39 AM","12/12/2020, 1:37:28 PM",morning
DL1PC7097,912,"12/12/2020, 7:07:36 AM","12/12/2020, 2:56:34 PM",morning
DL1PC9081,Air Port Ex-Press - 4,"12/12/2020, 6:43:29 AM","12/12/2020, 1:54:34 PM",morning
DL1PC7100,SPECIAL-HIRE,"12/12/2020, 9:35:58 AM","12/12/2020, 5:28:07 PM",morning
DL1PC9079,Air Port Ex-Press - 4,"12/12/2020, 7:06:12 AM","12/12/2020, 1:57:17 PM",morning
DL1PC9796,26,"12/12/2020, 7:06:32 AM","12/12/2020, 2:00:41 PM",morning
DL1PC9129,118EXT,"12/12/2020, 6:14:38 AM","12/12/2020, 12:58:10 PM",morning
DL1PC9098,721,"12/12/2020, 6:30:08 AM","12/12/2020, 1:31:49 PM",morning
DL1PC9799,SPECIAL-HIRE,"12/12/2020, 9:35:44 AM","12/12/2020, 2:45:04 PM",morning
DL1PC9087,729,"12/12/2020, 8:06:51 AM","12/12/2020, 3:18:51 PM",morning
DL1PC9791,405,"12/12/2020, 7:06:50 AM","12/12/2020, 2:09:55 PM",morning
DL1PC8877,271,"12/12/2020, 6:16:20 AM","12/12/2020, 1:47:57 PM",morning
DL1PC1308,701,"12/12/2020, 7:33:52 AM","12/12/2020, 2:55:32 PM",morning
DL1PB9973,978,"12/12/2020, 6:24:55 AM","12/12/2020, 1:19:56 PM",morning
DL1PC0923,817,"12/12/2020, 8:02:37 AM","12/12/2020, 4:08:18 PM",morning
DL1PC0515,764,"12/12/2020, 7:19:13 AM","12/12/2020, 2:54:29 PM",morning
DL1PC0507,764,"12/12/2020, 8:03:56 AM","12/12/2020, 4:03:02 PM",morning
DL1PC0516,817,"12/12/2020, 6:25:24 AM","12/12/2020, 1:42:26 PM",morning
DL1PC0681,828,"12/12/2020, 6:52:51 AM","12/12/2020, 2:54:01 PM",morning
DL1PC1562,764,"12/12/2020, 6:32:21 AM","12/12/2020, 2:53:48 PM",morning
DL1PC0512,764,"12/12/2020, 6:22:29 AM","12/12/2020, 12:52:53 PM",morning
DL1PC0657,764,"12/12/2020, 4:49:32 AM","12/12/2020, 12:06:25 PM",morning
DL1PB9937,539,"12/12/2020, 7:17:35 AM","12/12/2020, 2:03:20 PM",morning
DL1PB9913,878,"12/12/2020, 12:37:03 PM","12/12/2020, 12:37:07 PM",morning
DL1PC1438,764,"12/12/2020, 6:14:12 AM","12/12/2020, 11:56:51 AM",morning
DL1PC0530,828,"12/12/2020, 7:24:45 AM","12/12/2020, 2:55:16 PM",morning
DL1PC0531,SPECIAL-HIRE,"12/12/2020, 8:34:42 AM","12/12/2020, 4:08:46 PM",morning
DL1PC0667,817,"12/12/2020, 7:32:39 AM","12/12/2020, 2:54:46 PM",morning
DL1PC0546,728,"12/12/2020, 8:16:28 AM","12/12/2020, 4:03:17 PM",morning
DL1PC1498,978,"12/12/2020, 8:04:21 AM","12/12/2020, 4:02:55 PM",morning
DL1PC0518,764,"12/12/2020, 8:03:17 AM","12/12/2020, 4:02:47 PM",morning
DL1PC0773,835,"12/12/2020, 3:33:12 AM","12/12/2020, 10:47:04 AM",morning
DL1PC0740,821,"12/12/2020, 6:39:06 AM","12/12/2020, 2:55:09 PM",morning
DL1PC0184,539,"12/12/2020, 6:39:28 AM","12/12/2020, 1:40:27 PM",morning
DL1PC0948,SPECIAL-HIRE,"12/12/2020, 8:31:21 AM","12/12/2020, 4:08:17 PM",morning
DL1PC1023,827,"12/12/2020, 3:56:44 AM","12/12/2020, 11:15:52 AM",morning
DL1PC0346,539,"12/12/2020, 7:38:34 AM","12/12/2020, 2:54:36 PM",morning
DL1PC0559,764,"12/12/2020, 6:24:35 AM","12/12/2020, 1:39:38 PM",morning
DL1PC0544,234,"12/12/2020, 6:17:28 AM","12/12/2020, 1:20:20 PM",morning
DL1PC0116,848,"12/12/2020, 6:25:44 AM","12/12/2020, 12:16:00 PM",morning
DL1PC0517,817,"12/12/2020, 7:23:13 AM","12/12/2020, 2:53:55 PM",morning
DL1PC0551,539,"12/12/2020, 6:18:12 AM","12/12/2020, 12:48:27 PM",morning
DL1PC0108,817,"12/12/2020, 7:42:30 AM","12/12/2020, 4:08:56 PM",morning
DL1PC1324,SPECIAL-HIRE,"12/12/2020, 8:33:18 AM","12/12/2020, 4:08:10 PM",morning
DL1PC0509,539,"12/12/2020, 7:33:26 AM","12/12/2020, 2:54:23 PM",morning
DL1PC0779,817,"12/12/2020, 6:28:08 AM","12/12/2020, 1:40:34 PM",morning
DL1PB9841,SPECIAL-HIRE,"12/12/2020, 8:31:53 AM","12/12/2020, 4:09:03 PM",morning
DL1PC0513,828,"12/12/2020, 6:27:44 AM","12/12/2020, 2:03:35 PM",morning
DL1PC0514,539,"12/12/2020, 6:14:57 AM","12/12/2020, 11:57:11 AM",morning
DL1PC0549,SPECIAL-HIRE,"12/12/2020, 8:32:51 AM","12/12/2020, 4:08:41 PM",morning
DL1PC1649,SPECIAL-HIRE,"12/12/2020, 8:34:13 AM","12/12/2020, 4:08:04 PM",morning
DL1PC0562,SPECIAL-HIRE,"12/12/2020, 8:30:22 AM","12/12/2020, 4:08:36 PM",morning
DL1PC1024,978,"12/12/2020, 4:48:55 AM","12/12/2020, 11:47:06 AM",morning
DL1PC0980,764,"12/12/2020, 6:27:04 AM","12/12/2020, 1:40:01 PM",morning
DL1PC0543,828,"12/12/2020, 3:56:23 AM","12/12/2020, 12:33:45 PM",morning
DL1PC0510,578,"12/12/2020, 6:53:20 AM","12/12/2020, 2:03:29 PM",morning
DL1PC0206,SPECIAL-HIRE,"12/12/2020, 8:30:54 AM","12/12/2020, 4:08:51 PM",morning
DL1PC0589,817,"12/12/2020, 6:38:45 AM","12/12/2020, 2:54:09 PM",morning
DL1PC0170,817,"12/12/2020, 7:40:40 AM","12/12/2020, 4:08:54 PM",morning
DL1PC1390,764,"12/12/2020, 7:33:00 AM","12/12/2020, 2:54:53 PM",morning
DL1PB9976,SPECIAL-HIRE,"12/12/2020, 8:33:45 AM","12/12/2020, 4:08:59 PM",morning
DL1PC0542,578,"12/12/2020, 7:23:42 AM","12/12/2020, 4:08:44 PM",morning
DL1PC0463,876,"12/12/2020, 7:21:01 AM","12/12/2020, 2:55:23 PM",morning
DL1PC0550,819,"12/12/2020, 7:00:55 AM","12/12/2020, 1:42:45 PM",morning
DL1PC0342,764,"12/12/2020, 6:16:00 AM","12/12/2020, 12:43:41 PM",morning
DL1PC1268,701,"12/12/2020, 7:18:02 AM","12/12/2020, 2:03:43 PM",morning
DL1PC0087,848,"12/12/2020, 7:19:41 AM","12/12/2020, 2:54:16 PM",morning
DL1PB9993,828,"12/12/2020, 6:15:39 AM","12/12/2020, 12:47:05 PM",morning
DL1PC0560,764,"12/12/2020, 4:40:37 AM","12/12/2020, 11:41:49 AM",morning
DL1PC1552,845,"12/12/2020, 6:15:18 AM","12/12/2020, 12:33:22 PM",morning
DL1PC0558,SPECIAL-HIRE,"12/12/2020, 8:32:23 AM","12/12/2020, 4:08:39 PM",morning
DL1PC0548,978,"12/12/2020, 6:17:07 AM","12/12/2020, 12:30:39 PM",morning
DL1PC0093,539K,"12/12/2020, 6:22:49 AM","12/12/2020, 1:20:08 PM",morning
DL1PC0981,539,"12/12/2020, 6:26:31 AM","12/12/2020, 1:20:38 PM",morning
DL1PB9941,978,"12/12/2020, 8:12:32 AM","12/12/2020, 2:55:03 PM",morning
DL1PC1043,845,"12/12/2020, 6:26:07 AM","12/12/2020, 2:03:12 PM",morning
DL1PC0532,844,"12/12/2020, 6:17:51 AM","12/12/2020, 12:47:17 PM",morning
DL1PC1089,844,"12/12/2020, 6:53:42 AM","12/12/2020, 1:39:28 PM",morning
DL1PC0519,817,"12/12/2020, 8:18:38 AM","12/12/2020, 4:03:23 PM",morning
DL1PC0529,SPECIAL-HIRE,"12/12/2020, 7:42:07 AM","12/12/2020, 12:32:42 PM",morning
DL1PC1364,764,"12/12/2020, 6:27:25 AM","12/12/2020, 1:43:05 PM",morning
DL1PB9974,817,"12/12/2020, 6:16:25 AM","12/12/2020, 12:30:07 PM",morning
DL1PC7746,803,"12/12/2020, 05:57:58","12/12/2020, 12:38:17",morning
DL1PC9991,781,"12/12/2020, 07:25:21","12/12/2020, 2:50:03 PM",morning
DL1PC7715,813,"12/12/2020, 07:38:31","12/12/2020, 2:43:59 PM",morning
DL1PC7714,SPECIAL-HIRE,"12/12/2020, 08:35:17","12/12/2020, 4:26:07 PM",morning
DL1PC7653,778,"12/12/2020, 06:42:55","12/12/2020, 1:54:07 PM",morning
DL1PC7755,978,"12/12/2020, 08:08:19","12/12/2020, 3:12:52 PM",morning
DL1PC7713,740,"12/12/2020, 07:35:57","12/12/2020, 2:53:11 PM",morning
DL1PC8707,761,"12/12/2020, 05:52:56","12/12/2020, 3:20:12 PM",morning
DL1PC8222,717,"12/12/2020, 07:15:46","12/12/2020, 2:08:31 PM",morning
DL1PC7567,978,"12/12/2020, 06:55:29","12/12/2020, 2:19:08 PM",morning
DL1PC7706,790,"12/12/2020, 07:46:39","12/12/2020, 3:16:11 PM",morning
DL1PC4038,978,"12/12/2020, 07:45:56","12/12/2020, 2:52:22 PM",morning
DL1PC7710,RL-77A,"12/12/2020, 06:18:25","12/12/2020, 1:48:10 PM",morning
DL1PC7566,778,"12/12/2020, 06:52:19","12/12/2020, 2:29:29 PM",morning
DL1PC7727,978,"12/12/2020, 04:44:04","12/12/2020, 11:54:44",morning
DL1PC7744,778,"12/12/2020, 05:50:30","12/12/2020, 1:23:31 PM",morning
DL1PC9662,RL77B,"12/12/2020, 05:07:03","12/12/2020, 12:45:12",morning
DL1PC7618,923,"12/12/2020, 08:31:08","12/12/2020, 2:52:44 PM",morning
DL1PC7809,727,"12/12/2020, 07:31:39","12/12/2020, 4:26:47 PM",morning
DL1PC3210,RL77,"12/12/2020, 06:09:53","12/12/2020, 1:46:56 PM",morning
DL1PC7745,770A,"12/12/2020, 07:33:06","12/12/2020, 2:40:39 PM",morning
DL1PC3206,978,"12/12/2020, 08:00:06","12/12/2020, 3:13:07 PM",morning
DL1PC7654,717,"12/12/2020, 06:54:37","12/12/2020, 1:54:29 PM",morning
DL1PC7570,770A,"12/12/2020, 06:16:50","12/12/2020, 1:47:56 PM",morning
DL1PC7751,978,"12/12/2020, 05:51:46","12/12/2020, 12:52:14 PM",morning
DL1PC7750,RL-77A,"12/12/2020, 05:31:44","12/12/2020, 12:51:58 PM",morning
DL1PC9808,761,"12/12/2020, 07:28:22","12/12/2020, 2:33:32 PM",morning
DL1PC7564,923,"12/12/2020, 07:24:36","12/12/2020, 2:51:12 PM",morning
DL1PC7748,778,"12/12/2020, 06:18:54","12/12/2020, 1:03:34 PM",morning
DL1PC7830,715,"12/12/2020, 06:47:37","12/12/2020, 2:12:00 PM",morning
DL1PC3208,978,"12/12/2020, 06:51:42","12/12/2020, 2:23:12 PM",morning
DL1PC7726,761,"12/12/2020, 05:24:55","12/12/2020, 12:39:01",morning
DL1PC9982,715,"12/12/2020, 06:52:59","12/12/2020, 2:23:02 PM",morning
DL1PC7722,778,"12/12/2020, 05:46:59","12/12/2020, 4:25:40 PM",morning
DL1PC7752,781,"12/12/2020, 08:26:26","12/12/2020, 3:52:16 PM",morning
DL1PC7651,770A,"12/12/2020, 07:55:08","12/12/2020, 3:23:33 PM",morning
DL1PC7619,803,"12/12/2020, 06:31:33","12/12/2020, 1:45:12 PM",morning
DL1PC7652,813,"12/12/2020, 06:34:02","12/12/2020, 1:57:38 PM",morning
DL1PC9658,721,"12/12/2020, 05:14:53","12/12/2020, 12:38:26",morning
DL1PC9919,978,"12/12/2020, 06:35:32","12/12/2020, 1:50:59 PM",morning
DL1PC7578,727,"12/12/2020, 05:55:24","12/12/2020, 1:30:52 PM",morning
DL1PC7749,887,"12/12/2020, 05:03:23","12/12/2020, 12:58:47 PM",morning
DL1PC7721,SPECIAL-HIRE,"12/12/2020, 08:34:57","12/12/2020, 2:44:23 PM",morning
DL1PC8826,715,"12/12/2020, 06:30:30","12/12/2020, 1:54:18 PM",morning
DL1PC7717,803,"12/12/2020, 06:05:00","12/12/2020, 12:59:20 PM",morning
DL1PC8800,727,"12/12/2020, 08:32:19","12/12/2020, 3:35:11 PM",morning
DL1PC7808,770A,"12/12/2020, 05:08:32","12/12/2020, 12:13:09",morning
DL1PC7657,722,"12/12/2020, 06:00:28","12/12/2020, 12:06:49",morning
DL1PC7605,778,"12/12/2020, 06:09:31","12/12/2020, 1:37:51 PM",morning
DL1PC4022,727,"12/12/2020, 06:58:43","12/12/2020, 1:44:27 PM",morning
DL1PC9920,RL77B,"12/12/2020, 07:12:00","12/12/2020, 2:25:54 PM",morning
DL1PC9995,727,"12/12/2020, 06:48:17","12/12/2020, 4:25:25 PM",morning
DL1PC7716,978,"12/12/2020, 05:02:04","12/12/2020, 12:24:01",morning
DL1PC7724,RL-77EXT,"12/12/2020, 07:00:40","12/12/2020, 2:30:18 PM",morning
DL1PC8725,RL-77,"12/12/2020, 05:46:34","12/12/2020, 1:05:23 PM",morning
DL1PC8795,794,"12/12/2020, 05:08:04","12/12/2020, 12:54:39 PM",morning
DL1PC8730,721,"12/12/2020, 05:58:51","12/12/2020, 1:16:15 PM",morning
DL1PC9994,794,"12/12/2020, 06:19:35","12/12/2020, 1:43:52 PM",morning
DL1PC9981,761,"12/12/2020, 05:32:29","12/12/2020, 12:48:43",morning
DL1PC9667,740,"12/12/2020, 07:30:10","12/12/2020, 2:41:42 PM",morning
DL1PC8727,RL-77A,"12/12/2020, 07:34:37","12/12/2020, 3:05:28 PM",morning
DL1PC8799,715,"12/12/2020, 07:50:32","12/12/2020, 3:02:07 PM",morning
DL1PC4036,RL77B,"12/12/2020, 08:10:57","12/12/2020, 2:15:12 PM",morning
DL1PC9979,721,"12/12/2020, 07:24:10","12/12/2020, 2:52:10 PM",morning
DL1PC7807,761,"12/12/2020, 06:59:34","12/12/2020, 1:47:36 PM",morning
