bus_number,duty,ot,it,shift
DL1PC7090,185,"12/11/2020, 4:51:53 AM","12/11/2020, 12:01:32 PM",morning
DL1PC7096,912,"12/11/2020, 5:35:41 AM","12/11/2020, 1:46:56 PM",morning
DL1PC9794,192,"12/11/2020, 5:03:14 AM","12/11/2020, 12:48:37 PM",morning
DL1PC9855,185,"12/11/2020, 5:59:11 AM","12/11/2020, 12:58:38 PM",morning
DL1PC9102,Air Port Ex-Press - 4,"12/11/2020, 6:09:45 AM","12/11/2020, 1:36:06 PM",morning
DL1PC9516,SPECIAL-HIRE,"12/11/2020, 9:24:27 AM","12/11/2020, 4:27:59 PM",morning
DL1PC9849,SPECIAL-HIRE,"12/11/2020, 9:26:06 AM","12/11/2020, 4:28:03 PM",morning
DL1PC9520,SPECIAL-HIRE,"12/11/2020, 9:27:58 AM","12/11/2020, 4:28:07 PM",morning
DL1PC9089,392B,"12/11/2020, 6:14:36 AM","12/11/2020, 1:42:59 PM",morning
DL1PC9082,392B,"12/11/2020, 5:35:28 AM","12/11/2020, 12:36:04 PM",morning
DL1PC9850,192,"12/11/2020, 6:04:47 AM","12/11/2020, 1:43:33 PM",morning
DL1PC9096,392B,"12/11/2020, 7:23:53 AM","12/11/2020, 2:31:18 PM",morning
DL1PC9853,192,"12/11/2020, 7:42:35 AM","12/11/2020, 2:36:47 PM",morning
DL1PC9792,912,"12/11/2020, 7:10:55 AM","12/11/2020, 1:51:26 PM",morning
DL1PC9571,SPECIAL-HIRE,"12/11/2020, 9:25:07 AM","12/11/2020, 4:28:01 PM",morning
DL1PC9566,SPECIAL-HIRE,"12/11/2020, 9:27:22 AM","12/11/2020, 4:28:06 PM",morning
DL1PC9801,185,"12/11/2020, 5:34:01 AM","12/11/2020, 12:24:55 PM",morning
DL1PC9081,Air Port Ex-Press - 4,"12/11/2020, 6:10:33 AM","12/11/2020, 1:55:28 PM",morning
DL1PC9856,192,"12/11/2020, 6:09:22 AM","12/11/2020, 3:32:54 PM",morning
DL1PC7100,SPECIAL-HIRE,"12/11/2020, 9:25:46 AM","12/11/2020, 4:28:02 PM",morning
DL1PC9079,118EXT,"12/11/2020, 7:09:27 AM","12/11/2020, 1:46:26 PM",morning
DL1PC9796,26,"12/11/2020, 6:23:17 AM","12/11/2020, 1:53:12 PM",morning
DL1PC9129,118EXT,"12/11/2020, 6:06:36 AM","12/11/2020, 12:55:26 PM",morning
DL1PC9799,SPECIAL-HIRE,"12/11/2020, 9:25:24 AM","12/11/2020, 4:28:02 PM",morning
DL1PC9791,116,"12/11/2020, 5:03:00 AM","12/11/2020, 1:48:21 PM",morning
DL1PC8877,192,"12/11/2020, 7:43:04 AM","12/11/2020, 2:58:04 PM",morning
DL1PC9088,721,"12/11/2020, 7:46:24 AM","12/11/2020, 2:32:23 PM",morning
DL1PC1308,764,"12/11/2020, 4:21:44 AM","12/11/2020, 11:35:57 AM",morning
DL1PB9973,764,"12/11/2020, 8:02:54 AM","11/12/2020, 6:15:02 PM",morning
DL1PC0923,701,"12/11/2020, 7:07:19 AM","11/12/2020, 6:14:18 PM",morning
DL1PC0507,701,"12/11/2020, 7:54:31 AM","11/12/2020, 6:14:42 PM",morning
DL1PC0516,817,"12/11/2020, 6:07:27 AM","11/12/2020, 1:34:52 PM",morning
DL1PC0681,828,"12/11/2020, 6:54:48 AM","11/12/2020, 2:41:39 PM",morning
DL1PC1388,764,"12/11/2020, 6:31:19 AM","11/12/2020, 2:08:34 PM",morning
DL1PC1562,764,"12/11/2020, 6:30:26 AM","11/12/2020, 2:09:18 PM",morning
DL1PC0512,764,"12/11/2020, 6:04:10 AM","12/11/2020, 12:46:26 PM",morning
DL1PC0657,728,"12/11/2020, 8:23:50 AM","11/12/2020, 3:11:47 PM",morning
DL1PB9937,978,"12/11/2020, 4:35:12 AM","12/11/2020, 11:41:02 AM",morning
DL1PB9913,878,"12/11/2020, 6:06:41 AM","12/11/2020, 12:36:31 PM",morning
DL1PC0508,817,"12/11/2020, 5:00:21 AM","12/11/2020, 12:26:40 PM",morning
DL1PC1438,978,"12/11/2020, 6:13:23 AM","11/12/2020, 6:14:06 PM",morning
DL1PC0530,828,"12/11/2020, 7:19:39 AM","11/12/2020, 3:11:40 PM",morning
DL1PC0531,SPECIAL-HIRE,"12/11/2020, 8:55:05 AM","11/12/2020, 6:14:33 PM",morning
DL1PC0667,764,"12/11/2020, 6:07:49 AM","11/12/2020, 2:08:05 PM",morning
DL1PC1498,848,"12/11/2020, 7:40:16 AM","11/12/2020, 2:44:20 PM",morning
DL1PC0773,835,"12/11/2020, 3:25:58 AM","12/11/2020, 10:28:29 AM",morning
DL1PC0740,821,"12/11/2020, 6:55:32 AM","11/12/2020, 2:42:21 PM",morning
DL1PC0184,764,"12/11/2020, 6:14:20 AM","11/12/2020, 1:34:41 PM",morning
DL1PC0948,SPECIAL-HIRE,"12/11/2020, 8:51:18 AM","11/12/2020, 6:14:16 PM",morning
DL1PC1023,827,"12/11/2020, 3:50:09 AM","12/11/2020, 11:23:21 AM",morning
DL1PC0984,764,"12/11/2020, 6:05:52 AM","12/11/2020, 1:04:25 PM",morning
DL1PC0346,539,"12/11/2020, 7:23:10 AM","11/12/2020, 2:43:41 PM",morning
DL1PC0041,978,"12/11/2020, 8:49:25 AM","11/12/2020, 6:14:57 PM",morning
DL1PC0559,817,"12/11/2020, 7:08:22 AM","11/12/2020, 2:41:46 PM",morning
DL1PC0544,539,"12/11/2020, 7:08:00 AM","11/12/2020, 2:09:11 PM",morning
DL1PC0116,848,"12/11/2020, 6:15:05 AM","11/12/2020, 2:07:57 PM",morning
DL1PC0517,817,"12/11/2020, 8:01:00 AM","11/12/2020, 2:44:28 PM",morning
DL1PC0551,539,"12/11/2020, 6:06:14 AM","12/11/2020, 12:51:23 PM",morning
DL1PC0108,817,"12/11/2020, 6:31:43 AM","11/12/2020, 2:09:38 PM",morning
DL1PC1324,SPECIAL-HIRE,"12/11/2020, 8:53:35 AM","11/12/2020, 6:14:10 PM",morning
DL1PC0509,539,"12/11/2020, 7:23:57 AM","11/12/2020, 2:43:17 PM",morning
DL1PC0779,817,"12/11/2020, 6:22:15 AM","11/12/2020, 2:08:43 PM",morning
DL1PB9841,SPECIAL-HIRE,"12/11/2020, 8:51:49 AM","11/12/2020, 6:15:05 PM",morning
DL1PC0513,828,"12/11/2020, 6:29:02 AM","11/12/2020, 2:09:47 PM",morning
DL1PC0514,539,"12/11/2020, 4:50:06 AM","12/11/2020, 11:56:48 AM",morning
DL1PC0549,SPECIAL-HIRE,"12/11/2020, 8:53:00 AM","11/12/2020, 6:14:26 PM",morning
DL1PC1649,SPECIAL-HIRE,"12/11/2020, 8:54:36 AM","11/12/2020, 8:53:21 PM",morning
DL1PC0506,978,"12/11/2020, 6:28:32 AM","12/11/2020, 12:44:47 PM",morning
DL1PC0562,SPECIAL-HIRE,"12/11/2020, 8:50:04 AM","11/12/2020, 6:14:21 PM",morning
DL1PC1024,764,"12/11/2020, 6:01:40 AM","12/11/2020, 12:03:23 PM",morning
DL1PC0980,764,"12/11/2020, 6:14:41 AM","11/12/2020, 1:34:12 PM",morning
DL1PC0543,828,"12/11/2020, 3:46:57 AM","12/11/2020, 10:58:40 AM",morning
DL1PC1444,234,"12/11/2020, 6:08:16 AM","11/12/2020, 1:34:05 PM",morning
DL1PC0510,578,"12/11/2020, 7:06:56 AM","11/12/2020, 6:14:40 PM",morning
DL1PC0206,SPECIAL-HIRE,"12/11/2020, 8:50:41 AM","11/12/2020, 6:14:46 PM",morning
DL1PC0589,817,"12/11/2020, 7:09:44 AM","11/12/2020, 2:20:19 PM",morning
DL1PC1390,817,"12/11/2020, 6:08:45 AM","11/12/2020, 6:14:07 PM",morning
DL1PB9976,SPECIAL-HIRE,"12/11/2020, 8:54:08 AM","11/12/2020, 6:15:00 PM",morning
DL1PC0542,578,"12/11/2020, 7:18:42 AM","11/12/2020, 6:14:30 PM",morning
DL1PC0463,876,"12/11/2020, 7:30:40 AM","11/12/2020, 3:11:56 PM",morning
DL1PC0550,764,"12/11/2020, 7:07:39 AM","11/12/2020, 2:42:00 PM",morning
DL1PC0342,764,"12/11/2020, 6:03:42 AM","12/11/2020, 12:58:07 PM",morning
DL1PC1268,539,"12/11/2020, 6:54:17 AM","11/12/2020, 6:14:13 PM",morning
DL1PC0087,978,"12/11/2020, 7:23:32 AM","11/12/2020, 2:43:24 PM",morning
DL1PB9993,828,"12/11/2020, 6:03:08 AM","12/11/2020, 12:45:05 PM",morning
DL1PC0547,819,"12/11/2020, 6:56:38 AM","11/12/2020, 2:42:29 PM",morning
DL1PC1552,845,"12/11/2020, 6:02:32 AM","12/11/2020, 12:36:15 PM",morning
DL1PC0558,SPECIAL-HIRE,"12/11/2020, 8:52:27 AM","11/12/2020, 6:14:24 PM",morning
DL1PC0548,764,"12/11/2020, 6:30:53 AM","11/12/2020, 2:08:13 PM",morning
DL1PC0093,539K,"12/11/2020, 6:07:04 AM","11/12/2020, 1:33:56 PM",morning
DL1PC0981,539,"12/11/2020, 6:13:51 AM","11/12/2020, 1:34:19 PM",morning
DL1PC1043,845,"12/11/2020, 6:30:01 AM","11/12/2020, 2:08:27 PM",morning
DL1PC1550,764,"12/11/2020, 4:28:34 AM","12/11/2020, 11:46:20 AM",morning
DL1PC0532,844,"12/11/2020, 6:05:31 AM","12/11/2020, 1:00:05 PM",morning
DL1PC1089,844,"12/11/2020, 6:55:12 AM","11/12/2020, 2:09:25 PM",morning
DL1PC0529,SPECIAL-HIRE,"12/11/2020, 7:54:08 AM","12/11/2020, 11:29:53 AM",morning
DL1PC1364,764,"12/11/2020, 6:22:36 AM","11/12/2020, 2:08:53 PM",morning
DL1PB9974,764,"12/11/2020, 6:32:03 AM","11/12/2020, 1:34:30 PM",morning
DL1PC0921,817,"12/11/2020, 7:29:15 AM","11/12/2020, 2:44:10 PM",morning
DL1PC7746,740B,"12/11/2020, 8:24:16 AM","11/12/2020, 15:18:38",morning
DL1PC9991,717A,"12/11/2020, 7:25:45 AM","11/12/2020, 14:09:15",morning
DL1PC7715,978,"12/11/2020, 8:19:05 AM","11/12/2020, 15:14:28",morning
DL1PC7714,SPECIAL-HIRE,"12/11/2020, 4:43:52 AM","11/12/2020, 15:52:00",morning
DL1PC7653,778,"12/11/2020, 6:43:03 AM","11/12/2020, 13:37:11",morning
DL1PC7616,778,"12/11/2020, 4:54:37 AM","12/11/2020, 12:06:13 PM",morning
DL1PC7755,717A,"12/11/2020, 6:13:33 AM","11/12/2020, 13:48:13",morning
DL1PC7713,740B,"12/11/2020, 7:35:17 AM","11/12/2020, 14:22:14",morning
DL1PC8222,RL-77EXT,"12/11/2020, 6:43:51 AM","11/12/2020, 15:54:41",morning
DL1PC7706,RL-75,"12/11/2020, 9:17:23 AM","11/12/2020, 15:55:08",morning
DL1PC4038,978,"12/11/2020, 7:01:09 AM","11/12/2020, 14:42:58",morning
DL1PC7710,RL-77A,"12/11/2020, 5:59:45 AM","11/12/2020, 13:45:28",morning
DL1PC7566,727,"12/11/2020, 8:02:01 AM","11/12/2020, 15:18:20",morning
DL1PC7727,978,"12/11/2020, 4:40:41 AM","12/11/2020, 12:08:39 PM",morning
DL1PC7744,717A,"12/11/2020, 6:44:47 AM","11/12/2020, 14:13:03",morning
DL1PC9923,781,"12/11/2020, 7:43:38 AM","11/12/2020, 14:55:57",morning
DL1PC9662,RL77B,"12/11/2020, 4:55:03 AM","12/11/2020, 12:42:38 PM",morning
DL1PC7618,727,"12/11/2020, 5:38:01 AM","12/11/2020, 1:00:54 PM",morning
DL1PC7809,727,"12/11/2020, 7:56:14 AM","11/12/2020, 16:08:56",morning
DL1PC3210,RL-77,"12/11/2020, 6:00:11 AM","12/11/2020, 1:24:42 PM",morning
DL1PC7745,778,"12/11/2020, 7:11:51 AM","11/12/2020, 14:20:34",morning
DL1PC7654,978,"12/11/2020, 5:37:36 AM","12/11/2020, 12:39:59 PM",morning
DL1PC7570,770A,"12/11/2020, 6:12:34 AM","11/12/2020, 13:44:32",morning
DL1PC7751,727,"12/11/2020, 6:42:29 AM","11/12/2020, 14:17:28",morning
DL1PC7750,RL-77EXT,"12/11/2020, 8:43:46 AM","11/12/2020, 16:34:14",morning
DL1PC9808,RL-77A,"12/11/2020, 8:40:44 AM","11/12/2020, 15:50:10",morning
DL1PC7564,923,"12/11/2020, 7:22:04 AM","11/12/2020, 14:34:45",morning
DL1PC9980,794,"12/11/2020, 6:01:50 AM","11/12/2020, 15:52:30",morning
DL1PC7748,778,"12/11/2020, 5:56:26 AM","12/11/2020, 1:25:09 PM",morning
DL1PC7830,715,"12/11/2020, 6:37:46 AM","11/12/2020, 14:09:45",morning
DL1PC3208,978,"12/11/2020, 6:33:18 AM","11/12/2020, 13:59:26",morning
DL1PC7726,SPECIAL-HIRE,"12/11/2020, 7:50:02 AM","12/11/2020, 11:01:49 AM",morning
DL1PC9982,RL-77EXT,"12/11/2020, 8:12:57 AM","11/12/2020, 15:35:44",morning
DL1PC7722,803,"12/11/2020, 9:44:37 AM","11/12/2020, 15:35:12",morning
DL1PC7752,RL-75,"12/11/2020, 8:23:23 AM","11/12/2020, 15:46:13",morning
DL1PC7651,781,"12/11/2020, 6:36:04 AM","11/12/2020, 14:02:17",morning
DL1PC7619,803,"12/11/2020, 6:27:16 AM","11/12/2020, 13:41:03",morning
DL1PC7652,813,"12/11/2020, 6:12:02 AM","11/12/2020, 13:45:16",morning
DL1PC9658,721,"12/11/2020, 5:01:31 AM","12/11/2020, 12:39:22 PM",morning
DL1PC9919,RL77B,"12/11/2020, 7:56:35 AM","11/12/2020, 14:24:10",morning
DL1PC7578,781,"12/11/2020, 8:28:03 AM","11/12/2020, 15:50:17",morning
DL1PC7749,887,"12/11/2020, 5:17:09 AM","12/11/2020, 1:03:01 PM",morning
DL1PC7721,SPECIAL-HIRE,"12/11/2020, 4:44:35 AM","11/12/2020, 15:52:01",morning
DL1PC8826,715,"12/11/2020, 6:25:42 AM","11/12/2020, 13:55:39",morning
DL1PC7717,803,"12/11/2020, 6:04:56 AM","12/11/2020, 1:10:04 PM",morning
DL1PC8702,RL-77A,"12/11/2020, 7:34:23 AM","11/12/2020, 14:56:38",morning
DL1PC8800,RL-77,"12/11/2020, 8:29:20 AM","11/12/2020, 16:34:03",morning
DL1PC7808,770A,"12/11/2020, 5:09:42 AM","12/11/2020, 12:25:23 PM",morning
DL1PC7718,923,"12/11/2020, 11:10:52 AM","11/12/2020, 16:44:07",morning
DL1PC7657,722,"12/11/2020, 5:35:38 AM","11/12/2020, 13:34:09",morning
DL1PC7605,770A,"12/11/2020, 7:34:05 AM","11/12/2020, 14:48:45",morning
DL1PC4022,761,"12/11/2020, 7:36:15 AM","11/12/2020, 14:56:02",morning
DL1PC9920,RL77B,"12/11/2020, 7:02:57 AM","11/12/2020, 14:31:14",morning
DL1PC9995,761,"12/11/2020, 8:53:48 AM","11/12/2020, 15:15:05",morning
DL1PC7716,978,"12/11/2020, 5:00:31 AM","12/11/2020, 12:16:08 PM",morning
DL1PC7724,RL-77EXT,"12/11/2020, 7:10:56 AM","11/12/2020, 14:38:21",morning
DL1PC8725,978,"12/11/2020, 5:15:37 AM","12/11/2020, 12:49:54 PM",morning
DL1PC8795,794,"12/11/2020, 5:35:08 AM","12/11/2020, 1:00:28 PM",morning
DL1PC8730,721,"12/11/2020, 5:52:59 AM","12/11/2020, 1:13:30 PM",morning
DL1PC7742,978,"12/11/2020, 5:55:15 AM","12/11/2020, 1:01:31 PM",morning
DL1PC9994,RL77B,"12/11/2020, 9:18:47 AM","11/12/2020, 15:56:37",morning
DL1PC9981,761,"12/11/2020, 5:18:59 AM","12/11/2020, 12:47:08 PM",morning
DL1PC7649,761,"12/11/2020, 6:57:08 AM","11/12/2020, 13:54:55",morning
DL1PC9667,740B,"12/11/2020, 7:07:40 AM","11/12/2020, 14:31:43",morning
DL1PC8727,RL77,"12/11/2020, 5:24:18 AM","12/11/2020, 12:50:06 PM",morning
DL1PC8799,715,"12/11/2020, 7:52:36 AM","11/12/2020, 15:38:04",morning
DL1PC7709,778,"12/11/2020, 9:16:54 AM","11/12/2020, 17:42:58",morning
DL1PC8796,721,"12/11/2020, 7:16:45 AM","11/12/2020, 14:25:43",morning
DL1PC9979,978,"12/11/2020, 7:52:55 AM","11/12/2020, 15:19:13",morning
