bus_number,duty,ot,it,shift
DL1PC7385,469,"12/13/2020, 7:59:41 AM","12/13/2020, 3:36:15 PM",morning
DL1PC7045,680,"12/13/2020, 6:00:20 AM","12/13/2020, 2:07:15 PM",morning
DL1PC7021,423,"12/13/2020, 5:57:00 AM","12/13/2020, 1:10:28 PM",morning
DL1PC7064,469,"12/13/2020, 5:53:01 AM","12/13/2020, 2:08:05 PM",morning
DL1PC7030,469,"12/13/2020, 8:38:15 AM","12/13/2020, 4:03:06 PM",morning
DL1PC7035,SPECIAL-HIRE,"12/13/2020, 7:00:33 AM","12/13/2020, 4:06:22 PM",morning
DL1PC9074,419,"12/13/2020, 6:59:24 AM","12/13/2020, 2:23:00 PM",morning
DL1PC7020,411,"12/13/2020, 7:00:09 AM","12/13/2020, 2:39:10 PM",morning
DL1PC7054,505,"12/13/2020, 6:44:30 AM","12/13/2020, 2:23:10 PM",morning
DL1PC7059,423,"12/13/2020, 7:45:59 AM","12/13/2020, 3:16:21 PM",morning
DL1PC7022,680,"12/13/2020, 8:20:23 AM","12/13/2020, 4:00:28 PM",morning
DL1PC7036,423,"12/13/2020, 7:24:07 AM","12/13/2020, 3:03:15 PM",morning
DL1PC7057,505,"12/13/2020, 6:00:40 AM","12/13/2020, 2:07:37 PM",morning
DL1PC7027,522,"12/13/2020, 5:52:37 AM","12/13/2020, 12:41:11 PM",morning
DL1PC7023,423,"12/13/2020, 6:46:18 AM","12/13/2020, 2:09:47 PM",morning
DL1PC7139,419,"12/13/2020, 6:06:40 AM","12/13/2020, 2:07:02 PM",morning
DL1PC7074,542,"12/13/2020, 6:43:16 AM","12/13/2020, 2:09:08 PM",morning
DL1PC7311,522,"12/13/2020, 7:45:19 AM","12/13/2020, 2:40:20 PM",morning
DL1PC7032,680,"12/13/2020, 6:30:24 AM","12/13/2020, 2:09:33 PM",morning
DL1PC7008,419,"12/13/2020, 7:50:31 AM","12/13/2020, 3:16:12 PM",morning
DL1PC7010,469,"12/13/2020, 7:13:04 AM","12/13/2020, 2:22:52 PM",morning
DL1PC7136,419,"12/13/2020, 7:42:55 AM","12/13/2020, 3:31:11 PM",morning
DL1PC7386,522,"12/13/2020, 7:49:27 AM","12/13/2020, 3:03:24 PM",morning
DL1PC7150,469,"12/13/2020, 5:53:29 AM","12/13/2020, 12:57:40 PM",morning
DL1PC7305,469,"12/13/2020, 7:42:16 AM","12/13/2020, 2:49:23 PM",morning
DL1PC7056,520,"12/13/2020, 5:55:39 AM","12/13/2020, 2:06:26 PM",morning
DL1PC7218,680,"12/13/2020, 6:14:58 AM","12/13/2020, 2:07:46 PM",morning
DL1PC7048,505,"12/13/2020, 7:59:58 AM","12/13/2020, 3:17:00 PM",morning
DL1PC7078,SPECIAL-HIRE,"12/13/2020, 7:01:11 AM","12/13/2020, 4:06:30 PM",morning
DL1PC7309,522,"12/13/2020, 6:48:29 AM","12/13/2020, 2:07:24 PM",morning
DL1PC7058,419,"12/13/2020, 6:24:02 AM","12/13/2020, 2:09:15 PM",morning
DL1PC7014,419,"12/13/2020, 6:25:57 AM","12/13/2020, 2:39:06 PM",morning
DL1PC7083,519,"12/13/2020, 6:31:21 AM","12/13/2020, 2:07:51 PM",morning
DL1PC7563,419,"12/13/2020, 6:43:58 AM","12/13/2020, 2:09:23 PM",morning
DL1PC7084,503,"12/13/2020, 6:48:06 AM","12/13/2020, 2:39:22 PM",morning
DL1PC7034,506STL,"12/13/2020, 5:55:18 AM","12/13/2020, 2:06:32 PM",morning
DL1PC7142,469,"12/13/2020, 6:59:44 AM","12/13/2020, 2:39:33 PM",morning
DL1PC7394,469,"12/13/2020, 6:26:38 AM","12/13/2020, 2:07:30 PM",morning
DL1PC9793,SPECIAL-HIRE,"12/13/2020, 8:24:43 AM","12/13/2020, 3:41:21 PM",morning
DL1PC9094,721,"12/13/2020, 7:58:14 AM","12/13/2020, 2:35:02 PM",morning
DL1PC7113,192,"12/13/2020, 6:03:50 AM","12/13/2020, 1:07:14 PM",morning
DL1PC7089,182A,"12/13/2020, 6:37:39 AM","12/13/2020, 1:19:43 PM",morning
DL1PC7098,912,"12/13/2020, 6:27:28 AM","12/13/2020, 1:55:15 PM",morning
DL1PC9083,392B,"12/13/2020, 7:17:36 AM","12/13/2020, 1:57:24 PM",morning
DL1PC9940,192,"12/13/2020, 8:16:23 AM","12/13/2020, 2:45:12 PM",morning
DL1PC9092,729,"12/13/2020, 7:59:35 AM","12/13/2020, 3:41:06 PM",morning
DL1PC7117,192,"12/13/2020, 4:54:10 AM","12/13/2020, 12:17:54 PM",morning
DL1PC9085,Air Port Ex-Press - 4,"12/13/2020, 4:58:57 AM","12/13/2020, 12:18:04 PM",morning
DL1PC8232,185,"12/13/2020, 4:53:56 AM","12/13/2020, 12:08:53 PM",morning
DL1PC9800,882,"12/13/2020, 6:58:56 AM","12/13/2020, 1:22:41 PM",morning
DL1PC9519,SPECIAL-HIRE,"12/13/2020, 8:24:06 AM","12/13/2020, 3:41:28 PM",morning
DL1PC9565,185,"12/13/2020, 5:56:28 AM","12/13/2020, 1:03:02 PM",morning
DL1PC9574,192,"12/13/2020, 7:21:33 AM","12/13/2020, 2:20:04 PM",morning
DL1PC7116,SPECIAL-HIRE,"12/13/2020, 8:25:29 AM","12/13/2020, 3:41:40 PM",morning
DL1PC9097,392B,"12/13/2020, 6:58:07 AM","12/13/2020, 1:42:37 PM",morning
DL1PC9086,392B,"12/13/2020, 7:36:36 AM","12/13/2020, 1:52:18 PM",morning
DL1PC9517,192,"12/13/2020, 5:15:28 AM","12/13/2020, 1:04:01 PM",morning
DL1PC9080,Air Port Ex-Press - 4,"12/13/2020, 6:57:53 AM","12/13/2020, 1:49:49 PM",morning
DL1PC9892,SPECIAL-HIRE,"12/13/2020, 8:24:24 AM","12/13/2020, 3:41:14 PM",morning
DL1PC9848,185,"12/13/2020, 5:13:40 AM","12/13/2020, 12:18:12 PM",morning
DL1PC9084,Air Port Ex-Press - 4,"12/13/2020, 6:58:42 AM","12/13/2020, 2:04:40 PM",morning
DL1PC9521,921,"12/13/2020, 6:26:57 AM","12/13/2020, 1:38:49 PM",morning
DL1PC9101,118EXT,"12/13/2020, 5:56:11 AM","12/13/2020, 1:05:27 PM",morning
DL1PC8231,SPECIAL-HIRE,"12/13/2020, 8:22:28 AM","12/13/2020, 3:41:35 PM",morning
DL1PC9093,729,"12/13/2020, 8:15:58 AM","12/13/2020, 2:39:23 PM",morning
DL1PC9852,192,"12/13/2020, 6:31:28 AM","12/13/2020, 1:52:27 PM",morning
DL1PC9078,118EXT,"12/13/2020, 6:58:22 AM","12/13/2020, 1:39:31 PM",morning
DL1PC9795,912,"12/13/2020, 6:03:33 AM","12/13/2020, 1:57:46 PM",morning
DL1PC9847,SPECIAL-HIRE,"12/13/2020, 8:23:43 AM","12/13/2020, 3:41:19 PM",morning
DL1PC7448,SPECIAL-HIRE,"12/13/2020, 8:25:15 AM","12/13/2020, 3:41:37 PM",morning
DL1PC7090,26,"12/13/2020, 5:16:09 AM","12/13/2020, 12:55:37 PM",morning
DL1PC7096,405,"12/13/2020, 7:47:50 AM","12/13/2020, 1:52:59 PM",morning
DL1PC9794,405,"12/13/2020, 7:18:21 AM","12/13/2020, 1:42:47 PM",morning
DL1PC9855,116,"12/13/2020, 7:19:07 AM","12/13/2020, 2:05:54 PM",morning
DL1PC9102,392B,"12/13/2020, 5:45:12 AM","12/13/2020, 1:05:20 PM",morning
DL1PC9516,SPECIAL-HIRE,"12/13/2020, 8:15:28 AM","12/13/2020, 3:41:30 PM",morning
DL1PC9849,SPECIAL-HIRE,"12/13/2020, 8:23:26 AM","12/13/2020, 3:41:18 PM",morning
DL1PC9520,SPECIAL-HIRE,"12/13/2020, 8:24:58 AM","12/13/2020, 3:41:27 PM",morning
DL1PC9089,392B,"12/13/2020, 6:56:33 AM","12/13/2020, 1:38:27 PM",morning
DL1PC9082,Air Port Ex-Press - 4,"12/13/2020, 6:59:53 AM","12/13/2020, 1:39:11 PM",morning
DL1PC9571,SPECIAL-HIRE,"12/13/2020, 8:22:41 AM","12/13/2020, 3:41:25 PM",morning
DL1PC9566,192,"12/13/2020, 7:37:57 AM","12/13/2020, 2:40:38 PM",morning
DL1PC9801,192,"12/13/2020, 5:15:45 AM","12/13/2020, 1:06:11 PM",morning
DL1PC7097,912,"12/13/2020, 5:15:01 AM","12/13/2020, 12:55:53 PM",morning
DL1PC9081,729,"12/13/2020, 5:00:14 AM","12/13/2020, 12:32:26 PM",morning
DL1PC7100,SPECIAL-HIRE,"12/13/2020, 8:23:10 AM","12/13/2020, 3:41:39 PM",morning
DL1PC9079,118EXT,"12/13/2020, 7:12:44 AM","12/13/2020, 1:43:45 PM",morning
DL1PC9098,729,"12/13/2020, 7:36:16 AM","12/13/2020, 3:06:20 PM",morning
DL1PC9791,SPECIAL-HIRE,"12/13/2020, 8:22:56 AM","12/13/2020, 3:41:23 PM",morning
DL1PC8877,271,"12/13/2020, 6:27:12 AM","12/13/2020, 1:55:35 PM",morning
DL1PC0923,701,"12/13/2020, 6:56:12 AM","13/12/2020, 5:39:06 PM",morning
DL1PC0507,764,"12/13/2020, 8:19:23 AM","13/12/2020, 3:32:57 PM",morning
DL1PC0516,817,"12/13/2020, 6:15:49 AM","13/12/2020, 5:39:24 PM",morning
DL1PC0681,828,"12/13/2020, 6:55:49 AM","13/12/2020, 3:30:19 PM",morning
DL1PC1388,978,"12/13/2020, 9:50:17 AM","13/12/2020, 5:38:45 PM",morning
DL1PC1562,764,"12/13/2020, 6:27:30 AM","13/12/2020, 3:29:49 PM",morning
DL1PC0512,764,"12/13/2020, 5:51:36 AM","12/13/2020, 12:51:44 PM",morning
DL1PC0657,764,"12/13/2020, 8:14:39 AM","13/12/2020, 3:33:03 PM",morning
DL1PB9913,764EXT,"12/13/2020, 9:51:34 AM","13/12/2020, 1:37:06 PM",morning
DL1PC0508,978,"12/13/2020, 7:44:32 AM","13/12/2020, 3:30:52 PM",morning
DL1PC0530,828,"12/13/2020, 7:24:06 AM","13/12/2020, 3:32:02 PM",morning
DL1PC0531,SPECIAL-HIRE,"12/13/2020, 9:56:48 AM","13/12/2020, 5:39:21 PM",morning
DL1PC0667,578,"12/13/2020, 9:52:04 AM","13/12/2020, 3:29:38 PM",morning
DL1PC0546,701,"12/13/2020, 7:45:39 AM","13/12/2020, 3:32:44 PM",morning
DL1PC1498,978,"12/13/2020, 8:19:01 AM","13/12/2020, 3:33:12 PM",morning
DL1PC0773,835,"12/13/2020, 5:22:22 AM","12/13/2020, 10:29:08 AM",morning
DL1PC0740,821,"12/13/2020, 6:58:32 AM","13/12/2020, 3:30:29 PM",morning
DL1PC0184,817,"12/13/2020, 7:55:05 AM","13/12/2020, 1:36:29 PM",morning
DL1PC0948,SPECIAL-HIRE,"12/13/2020, 9:53:40 AM","13/12/2020, 5:39:01 PM",morning
DL1PC1023,827,"12/13/2020, 5:23:30 AM","12/13/2020, 11:24:08 AM",morning
DL1PC0984,764,"12/13/2020, 5:50:55 AM","12/13/2020, 12:40:25 PM",morning
DL1PC0346,539,"12/13/2020, 7:31:16 AM","13/12/2020, 3:32:13 PM",morning
DL1PC0041,539,"12/13/2020, 6:54:20 AM","13/12/2020, 5:39:34 PM",morning
DL1PC0559,701,"12/13/2020, 9:49:41 AM","13/12/2020, 5:39:15 PM",morning
DL1PC0544,234,"12/13/2020, 6:16:10 AM","13/12/2020, 1:36:10 PM",morning
DL1PC0116,848,"12/13/2020, 6:17:12 AM","13/12/2020, 1:37:24 PM",morning
DL1PC0551,539,"12/13/2020, 5:52:00 AM","12/13/2020, 12:58:15 PM",morning
DL1PC0108,817,"12/13/2020, 9:48:49 AM","13/12/2020, 3:30:36 PM",morning
DL1PC1324,SPECIAL-HIRE,"12/13/2020, 9:55:41 AM","13/12/2020, 5:38:51 PM",morning
DL1PC0779,817,"12/13/2020, 6:26:43 AM","13/12/2020, 1:36:47 PM",morning
DL1PB9841,SPECIAL-HIRE,"12/13/2020, 9:54:08 AM","13/12/2020, 5:39:39 PM",morning
DL1PC0513,828,"12/13/2020, 6:27:06 AM","13/12/2020, 3:29:31 PM",morning
DL1PC0514,539,"12/13/2020, 5:25:41 AM","12/13/2020, 12:04:45 PM",morning
DL1PC0549,SPECIAL-HIRE,"12/13/2020, 9:55:15 AM","13/12/2020, 5:39:17 PM",morning
DL1PC1649,SPECIAL-HIRE,"12/13/2020, 9:56:26 AM","13/12/2020, 5:38:23 PM",morning
DL1PC0506,978,"12/13/2020, 6:15:15 AM","12/13/2020, 12:40:43 PM",morning
DL1PC0562,SPECIAL-HIRE,"12/13/2020, 9:52:36 AM","13/12/2020, 5:39:11 PM",morning
DL1PC1024,978,"12/13/2020, 5:25:13 AM","12/13/2020, 11:44:14 AM",morning
DL1PC0980,539,"12/13/2020, 7:21:51 AM","13/12/2020, 3:31:12 PM",morning
DL1PC0543,828,"12/13/2020, 5:22:55 AM","12/13/2020, 10:46:04 AM",morning
DL1PC1444,978,"12/13/2020, 6:16:50 AM","13/12/2020, 1:36:03 PM",morning
DL1PC0510,578,"12/13/2020, 6:54:41 AM","13/12/2020, 3:30:00 PM",morning
DL1PC0206,SPECIAL-HIRE,"12/13/2020, 9:53:00 AM","13/12/2020, 5:39:30 PM",morning
DL1PC0170,539,"12/13/2020, 6:38:38 AM","13/12/2020, 1:37:18 PM",morning
DL1PC1390,817,"12/13/2020, 5:52:33 AM","13/12/2020, 1:35:48 PM",morning
DL1PB9976,SPECIAL-HIRE,"12/13/2020, 9:56:03 AM","14/12/2020, 1:50:24 PM",morning
DL1PC0542,578,"12/13/2020, 7:08:05 AM","13/12/2020, 5:39:20 PM",morning
DL1PC0463,876,"12/13/2020, 7:15:35 AM","13/12/2020, 3:32:29 PM",morning
DL1PC0550,828,"12/13/2020, 5:27:19 AM","12/13/2020, 12:52:27 PM",morning
DL1PC0342,539,"12/13/2020, 9:47:26 AM","13/12/2020, 3:31:19 PM",morning
DL1PC1268,978,"12/13/2020, 9:46:46 AM","13/12/2020, 3:30:09 PM",morning
DL1PB9993,234,"12/13/2020, 9:48:08 AM","13/12/2020, 3:31:04 PM",morning
DL1PC0547,819,"12/13/2020, 7:05:31 AM","13/12/2020, 3:29:10 PM",morning
DL1PC0560,764,"12/13/2020, 5:26:11 AM","12/13/2020, 12:15:56 PM",morning
DL1PC1552,845,"12/13/2020, 5:27:48 AM","12/13/2020, 12:41:07 PM",morning
DL1PC0558,SPECIAL-HIRE,"12/13/2020, 9:54:35 AM","13/12/2020, 5:39:14 PM",morning
DL1PC0548,764,"12/13/2020, 5:24:08 AM","12/13/2020, 11:37:02 AM",morning
DL1PC0093,539K,"12/13/2020, 6:14:51 AM","13/12/2020, 1:36:56 PM",morning
DL1PC0981,539,"12/13/2020, 6:25:28 AM","13/12/2020, 1:36:39 PM",morning
DL1PC1043,845,"12/13/2020, 6:17:34 AM","13/12/2020, 5:38:57 PM",morning
DL1PC1550,764,"12/13/2020, 5:24:39 AM","12/13/2020, 11:44:26 AM",morning
DL1PC0532,844,"12/13/2020, 6:16:30 AM","12/13/2020, 12:42:30 PM",morning
DL1PC1089,844,"12/13/2020, 6:55:26 AM","13/12/2020, 3:29:24 PM",morning
DL1PC0519,817,"12/13/2020, 8:16:49 AM","13/12/2020, 5:18:04 PM",morning
DL1PC0529,SPECIAL-HIRE,"12/13/2020, 7:44:58 AM","12/13/2020, 12:23:20 PM",morning
DL1PC1364,817,"12/13/2020, 5:26:43 AM","12/13/2020, 12:26:22 PM",morning
DL1PB9974,848,"12/13/2020, 7:18:40 AM","13/12/2020, 3:31:27 PM",morning
DL1PC0921,817,"12/13/2020, 7:45:18 AM","13/12/2020, 3:32:50 PM",morning
DL1PC7746,803,"13/12/2020, 05:51:40","13/12/2020, 12:46:01",morning
DL1PC9991,781,"13/12/2020, 07:42:47","12/13/2020, 2:50:54 PM",morning
DL1PC7715,813,"13/12/2020, 07:43:23","12/13/2020, 2:43:05 PM",morning
DL1PC7714,SPECIAL-HIRE,"13/12/2020, 06:16:48","12/13/2020, 2:16:57 PM",morning
DL1PC7755,740B,"13/12/2020, 08:13:37","12/13/2020, 3:21:53 PM",morning
DL1PC7713,FERR-P,"13/12/2020, 09:02:26","12/13/2020, 3:29:44 PM",morning
DL1PC8707,RL-77A,"13/12/2020, 07:43:45","12/13/2020, 3:25:05 PM",morning
DL1PC7567,978,"13/12/2020, 06:55:16","12/13/2020, 2:32:53 PM",morning
DL1PC7710,FERR-P,"13/12/2020, 09:38:46","12/13/2020, 3:39:59 PM",morning
DL1PC7566,715,"13/12/2020, 06:47:49","12/13/2020, 2:10:02 PM",morning
DL1PC7727,978,"13/12/2020, 04:42:50","13/12/2020, 12:10:43",morning
DL1PC9923,978,"13/12/2020, 06:10:00","12/13/2020, 1:37:00 PM",morning
DL1PC9662,794,"13/12/2020, 08:21:22","12/13/2020, 3:21:17 PM",morning
DL1PC7809,778,"13/12/2020, 06:42:03","12/13/2020, 2:03:08 PM",morning
DL1PC3210,RL77,"13/12/2020, 06:14:38","12/13/2020, 1:36:39 PM",morning
DL1PC7745,770A,"13/12/2020, 07:23:56","12/13/2020, 2:38:48 PM",morning
DL1PC3206,RL77,"13/12/2020, 05:32:01","13/12/2020, 13:07:10",morning
DL1PC7570,770A,"13/12/2020, 06:13:09","12/13/2020, 1:36:16 PM",morning
DL1PC7751,727,"13/12/2020, 07:00:55","12/13/2020, 2:18:13 PM",morning
DL1PC7750,RL-77A,"13/12/2020, 05:39:21","13/12/2020, 13:07:33",morning
DL1PC9808,978,"13/12/2020, 07:11:57","12/13/2020, 2:43:34 PM",morning
DL1PC7564,923,"13/12/2020, 07:09:53","12/13/2020, 2:35:52 PM",morning
DL1PC7748,778,"13/12/2020, 05:56:12","12/13/2020, 1:30:09 PM",morning
DL1PC3208,781,"13/12/2020, 08:59:42","12/13/2020, 4:17:12 PM",morning
DL1PC7726,778,"13/12/2020, 06:41:37","12/13/2020, 2:31:15 PM",morning
DL1PC9982,RL77B,"13/12/2020, 08:37:44","12/13/2020, 3:47:06 PM",morning
DL1PC7722,740B,"13/12/2020, 07:45:23","12/13/2020, 2:45:41 PM",morning
DL1PC7752,RL-75,"13/12/2020, 08:19:31","12/13/2020, 3:21:46 PM",morning
DL1PC7651,761,"13/12/2020, 07:13:46","12/13/2020, 2:17:29 PM",morning
DL1PC7652,727,"13/12/2020, 07:40:34","12/13/2020, 2:43:17 PM",morning
DL1PC9658,721,"13/12/2020, 05:18:16","13/12/2020, 12:28:13",morning
DL1PC9919,761,"13/12/2020, 08:22:33","12/13/2020, 3:41:13 PM",morning
DL1PC7749,887,"13/12/2020, 05:18:59","13/12/2020, 13:04:40",morning
DL1PC7721,FERR-P,"13/12/2020, 09:11:46","12/13/2020, 3:43:28 PM",morning
DL1PC8826,715,"13/12/2020, 06:43:03","12/13/2020, 1:48:26 PM",morning
DL1PC7717,803,"13/12/2020, 06:19:36","12/13/2020, 1:24:49 PM",morning
DL1PC8702,RL77B,"13/12/2020, 07:22:38","12/13/2020, 2:42:23 PM",morning
DL1PC8800,RL77,"13/12/2020, 08:26:42","12/13/2020, 4:04:54 PM",morning
DL1PC7808,RL77EX,"13/12/2020, 07:12:51","12/13/2020, 2:46:43 PM",morning
DL1PC7718,778,"13/12/2020, 06:24:25","12/13/2020, 1:45:00 PM",morning
DL1PC7657,761,"13/12/2020, 05:13:21","13/12/2020, 12:16:02",morning
DL1PC7605,803,"13/12/2020, 06:38:21","12/13/2020, 1:52:15 PM",morning
DL1PC4022,721,"13/12/2020, 08:23:37","12/13/2020, 3:54:48 PM",morning
DL1PC9920,RL77B,"13/12/2020, 07:30:32","12/13/2020, 2:27:57 PM",morning
DL1PC9995,727,"13/12/2020, 07:02:26","12/13/2020, 3:57:35 PM",morning
DL1PC7724,717A,"13/12/2020, 06:31:46","12/13/2020, 1:46:05 PM",morning
DL1PC8725,715,"13/12/2020, 05:59:26","12/13/2020, 1:29:42 PM",morning
DL1PC8795,794,"13/12/2020, 05:42:55","13/12/2020, 13:08:04",morning
DL1PC8730,978,"13/12/2020, 06:26:17","12/13/2020, 2:07:29 PM",morning
DL1PC7742,978,"13/12/2020, 05:54:53","13/12/2020, 13:00:45",morning
DL1PC9981,761,"13/12/2020, 05:32:29","13/12/2020, 12:45:34",morning
DL1PC7649,761,"13/12/2020, 06:57:44","12/13/2020, 1:45:19 PM",morning
DL1PC8727,RL77B,"13/12/2020, 08:06:36","12/13/2020, 2:56:44 PM",morning
DL1PC8799,721,"13/12/2020, 07:18:12","12/13/2020, 2:46:08 PM",morning
DL1PC4036,RL77B,"13/12/2020, 08:19:59","12/13/2020, 3:54:00 PM",morning
DL1PC9979,978,"13/12/2020, 07:54:29","12/13/2020, 3:21:03 PM",morning
DL1PC7807,978,"13/12/2020, 07:25:00","12/13/2020, 2:50:16 PM",morning
DL1PC7804,SPECIAL-HIRE,"13/12/2020, 07:33:23","13/12/2020, 12:01:37",morning
DL1PC7723,RL77B,"13/12/2020, 06:50:49","12/13/2020, 1:40:03 PM",morning
DL1PC7712,727,"13/12/2020, 07:43:54","12/13/2020, 2:35:06 PM",morning
DL1PC7581,923,"13/12/2020, 08:55:11","12/13/2020, 3:28:53 PM",morning
DL1PC7568,721,"13/12/2020, 07:01:18","12/13/2020, 2:35:18 PM",morning
DL1PC9663,RL-77EXT,"13/12/2020, 08:07:16","12/13/2020, 3:35:49 PM",morning
DL1PC7805,813,"13/12/2020, 06:40:14","12/13/2020, 1:46:12 PM",morning
DL1PC7725,778,"13/12/2020, 05:35:51","13/12/2020, 12:57:12",morning
DL1PC9974,761,"13/12/2020, 08:01:35","12/13/2020, 3:21:09 PM",morning
DL1PC8712,RL-77A,"13/12/2020, 08:25:35","12/13/2020, 3:47:53 PM",morning
DL1PC8710,761,"13/12/2020, 06:32:59","12/13/2020, 1:32:34 PM",morning
DL1PC7580,778,"13/12/2020, 06:02:29","12/13/2020, 1:32:43 PM",morning
DL1PC9681,978,"13/12/2020, 05:29:42","13/12/2020, 12:42:54",morning
DL1PC7719,803,"13/12/2020, 06:40:50","12/13/2020, 1:36:46 PM",morning
DL1PC9730,781,"13/12/2020, 08:04:15","12/13/2020, 3:40:57 PM",morning
DL1PC7720,978,"13/12/2020, 05:08:45","13/12/2020, 12:36:28",morning
DL1PC7650,717A,"13/12/2020, 06:46:20","12/13/2020, 2:17:36 PM",morning
DL1PC9664,740B,"13/12/2020, 07:12:58","12/13/2020, 2:39:22 PM",morning
DL1PC8797,794,"13/12/2020, 06:49:43","12/13/2020, 1:29:34 PM",morning
DL1PC7569,770A,"13/12/2020, 07:35:48","12/13/2020, 3:23:59 PM",morning
DL1PC3375,721,"13/12/2020, 06:35:11","12/13/2020, 1:49:00 PM",morning
DL1PC7806,803,"13/12/2020, 08:47:53","12/13/2020, 4:04:42 PM",morning
DL1PC3380,721,"13/12/2020, 06:34:45","13/12/2020, 13:04:20",morning
DL1PC7758,RL77EX,"13/12/2020, 08:48:04","12/13/2020, 4:01:16 PM",morning
DL1PC8717,978,"13/12/2020, 06:52:42","12/13/2020, 2:14:26 PM",morning
DL1PC8731,RL77,"13/12/2020, 07:59:00","12/13/2020, 3:19:30 PM",morning
DL1PC3379,727,"13/12/2020, 05:52:08","13/12/2020, 13:03:32",morning
DL1PC7582,778,"13/12/2020, 05:07:58","13/12/2020, 12:10:14",morning
DL1PC7571,WDM -M,"13/12/2020, 04:54:29","13/12/2020, 12:25:04",morning
DL1PC9661,727,"13/12/2020, 06:32:28","12/13/2020, 1:49:13 PM",morning
DL1PC4060,715,"13/12/2020, 07:03:21","12/13/2020, 2:38:41 PM",morning
DL1PC3205,978,"13/12/2020, 06:11:53","12/13/2020, 1:30:18 PM",morning
DL1PC7708,978,"13/12/2020, 05:20:45","13/12/2020, 12:43:16",morning
DL1PC8794,RL77B,"13/12/2020, 05:08:27","13/12/2020, 12:22:21",morning
DL1PC9809,978,"13/12/2020, 05:33:34","13/12/2020, 13:08:19",morning
DL1PC7747,770A,"13/12/2020, 08:35:15","12/13/2020, 3:29:30 PM",morning
DL1PC7829,727,"13/12/2020, 06:15:40","12/13/2020, 1:21:31 PM",morning
