bus_number,duty,ot,it,shift
DL1PC7075,423,"12/2/2020, 6:46:06 AM","12/2/2020, 2:36:22 PM",morning
DL1PC7311,522,"12/2/2020, 7:43:35 AM","12/2/2020, 2:49:59 PM",morning
DL1PC7054,423,"12/2/2020, 7:18:05 AM","12/2/2020, 2:50:15 PM",morning
DL1PC7011,469,"12/2/2020, 5:44:32 AM","12/2/2020, 1:31:36 PM",morning
DL1PC7142,469,"12/2/2020, 7:14:38 AM","12/2/2020, 2:49:43 PM",morning
DL1PC7038,500,"12/2/2020, 7:46:31 AM","12/2/2020, 3:17:17 PM",morning
DL1PC7086,423,"12/2/2020, 8:12:58 AM","12/2/2020, 3:04:29 PM",morning
DL1PC7153,680,"12/2/2020, 5:49:40 AM","12/2/2020, 1:31:51 PM",morning
DL1PC7386,522,"12/2/2020, 7:58:29 AM","12/2/2020, 3:16:52 PM",morning
DL1PC7046,419,"12/2/2020, 6:32:00 AM","12/2/2020, 2:24:32 PM",morning
DL1PC7073,419,"12/2/2020, 6:46:33 AM","12/2/2020, 2:49:48 PM",morning
DL1PC7065,419,"12/2/2020, 4:56:12 AM","12/2/2020, 12:25:49 PM",morning
DL1PC7385,469,"12/2/2020, 7:53:46 AM","12/2/2020, 3:29:12 PM",morning
DL1PC7055,500,"12/2/2020, 6:05:15 AM","12/2/2020, 2:36:28 PM",morning
DL1PC7029,423,"12/2/2020, 5:11:09 AM","12/2/2020, 12:26:19 PM",morning
DL1PC7022,680,"12/2/2020, 8:12:00 AM","12/2/2020, 3:29:22 PM",morning
DL1PC7150,469,"12/2/2020, 5:31:44 AM","12/2/2020, 1:09:52 PM",morning
DL1PC7147,419,"12/2/2020, 5:41:18 AM","12/2/2020, 1:31:45 PM",morning
DL1PC7052,469,"12/2/2020, 5:06:20 AM","12/2/2020, 12:44:33 PM",morning
DL1PC7004,469,"12/2/2020, 7:22:00 AM","12/2/2020, 2:53:55 PM",morning
DL1PC7028,516,"12/2/2020, 7:41:38 AM","12/2/2020, 2:50:28 PM",morning
DL1PC7573,522,"12/2/2020, 7:05:35 AM","12/2/2020, 2:08:21 PM",morning
DL1PC7040,680,"12/2/2020, 6:35:22 AM","12/2/2020, 2:23:24 PM",morning
DL1PC7072,520,"12/2/2020, 6:17:59 AM","12/2/2020, 2:07:59 PM",morning
DL1PC7033,580,"12/2/2020, 6:19:10 AM","12/2/2020, 1:56:24 PM",morning
DL1PC7045,505,"12/2/2020, 7:13:28 AM","12/2/2020, 2:22:59 PM",morning
DL1PC7394,469,"12/2/2020, 6:19:55 AM","12/2/2020, 1:56:14 PM",morning
DL1PC7078,506STL,"12/2/2020, 5:52:22 AM","12/2/2020, 1:19:14 PM",morning
DL1PC7024,500,"12/2/2020, 7:15:22 AM","12/2/2020, 2:50:22 PM",morning
DL1PC7092,419,"12/2/2020, 7:08:11 AM","12/2/2020, 3:04:34 PM",morning
DL1PC7059,423,"12/2/2020, 7:49:12 AM","12/2/2020, 3:17:03 PM",morning
DL1PC7003,419,"12/2/2020, 6:34:57 AM","12/2/2020, 2:23:48 PM",morning
DL1PC7049,522,"12/2/2020, 7:03:04 AM","12/2/2020, 1:47:52 PM",morning
DL1PC7030,516,"12/2/2020, 7:06:18 AM","12/2/2020, 3:16:31 PM",morning
DL1PC7071,469,"12/2/2020, 4:55:28 AM","12/2/2020, 12:44:59 PM",morning
DL1PC7039,413,"12/2/2020, 6:20:22 AM","12/2/2020, 2:07:39 PM",morning
DL1PC7135,469,"12/2/2020, 5:47:46 AM","12/2/2020, 1:32:17 PM",morning
DL1PC7083,519,"12/2/2020, 6:11:48 AM","12/2/2020, 1:47:43 PM",morning
DL1PC7391,419,"12/2/2020, 7:31:33 AM","12/2/2020, 3:53:00 PM",morning
DL1PC7137,680,"12/2/2020, 8:56:45 AM","12/2/2020, 3:53:24 PM",morning
DL1PC7037,500,"12/2/2020, 5:53:20 AM","12/2/2020, 1:47:25 PM",morning
DL1PC7079,423,"12/2/2020, 7:42:25 AM","12/2/2020, 3:17:08 PM",morning
DL1PC7064,411,"12/2/2020, 6:49:04 AM","12/2/2020, 2:50:34 PM",morning
DL1PC7067,522,"12/2/2020, 5:31:25 AM","12/2/2020, 12:44:52 PM",morning
DL1PC7115,912,"12/2/2020, 6:36:48 AM","12/2/2020, 1:40:12 PM",morning
DL1PC9091,721,"12/2/2020, 7:41:17 AM","12/2/2020, 3:03:30 PM",morning
DL1PC8232,116,"12/2/2020, 6:39:29 AM","12/2/2020, 2:10:07 PM",morning
DL1PC9520,116,"12/2/2020, 5:10:29 AM","12/2/2020, 1:21:40 PM",morning
DL1PC9853,192,"12/2/2020, 7:07:00 AM","12/2/2020, 2:31:34 PM",morning
DL1PC9850,185,"12/2/2020, 5:09:42 AM","12/2/2020, 12:16:34 PM",morning
DL1PC9093,729,"12/2/2020, 7:03:37 AM","12/2/2020, 2:58:52 PM",morning
DL1PC7117,405,"12/2/2020, 6:44:58 AM","12/2/2020, 5:21:00 PM",morning
DL1PC9086,392B,"12/2/2020, 7:26:50 AM","12/2/2020, 2:13:37 PM",morning
DL1PC9571,SPECIAL-HIRE,"12/2/2020, 8:54:32 AM","12/2/2020, 4:34:18 PM",morning
DL1PC9078,118EXT,"12/2/2020, 6:57:22 AM","12/2/2020, 1:27:50 PM",morning
DL1PC9081,729,"12/2/2020, 4:53:39 AM","12/2/2020, 12:45:58 PM",morning
DL1PC9516,26,"12/2/2020, 5:29:22 AM","12/2/2020, 1:02:57 PM",morning
DL1PC7097,192,"12/2/2020, 5:28:52 AM","12/2/2020, 2:03:32 PM",morning
DL1PC7098,912,"12/2/2020, 5:10:01 AM","12/2/2020, 1:23:26 PM",morning
DL1PC9940,192,"12/2/2020, 6:45:27 AM","12/2/2020, 2:33:37 PM",morning
DL1PC9084,392B,"12/2/2020, 6:40:04 AM","12/2/2020, 2:06:31 PM",morning
DL1PC9849,405,"12/2/2020, 6:55:15 AM","12/2/2020, 2:10:36 PM",morning
DL1PC8231,SPECIAL-HIRE,"12/2/2020, 8:54:53 AM","12/2/2020, 4:34:20 PM",morning
DL1PC9102,392B,"12/2/2020, 5:53:34 AM","12/2/2020, 1:22:44 PM",morning
DL1PC9095,118EXT,"12/2/2020, 5:56:28 AM","12/2/2020, 1:23:04 PM",morning
DL1PC9518,912,"12/2/2020, 5:28:35 AM","12/2/2020, 1:21:33 PM",morning
DL1PC9094,192,"12/2/2020, 8:50:03 AM","12/2/2020, 3:39:04 PM",morning
DL1PC9101,118EXT,"12/2/2020, 6:23:18 AM","12/2/2020, 4:35:03 PM",morning
DL1PC9565,192,"12/2/2020, 5:29:06 AM","12/2/2020, 1:23:12 PM",morning
DL1PC9791,912,"12/2/2020, 6:33:48 AM","12/2/2020, 2:03:15 PM",morning
DL1PC9794,192,"12/2/2020, 7:50:19 AM","12/2/2020, 2:58:42 PM",morning
DL1PC9092,Air Port Ex-Press - 4,"12/2/2020, 5:09:27 AM","12/2/2020, 12:45:47 PM",morning
DL1PC7089,912,"12/2/2020, 7:27:22 AM","12/2/2020, 2:58:12 PM",morning
DL1PC9801,192,"12/2/2020, 5:39:10 AM","12/2/2020, 1:39:47 PM",morning
DL1PC9566,405,"12/2/2020, 7:14:04 AM","12/2/2020, 2:13:24 PM",morning
DL1PC7096,405,"12/2/2020, 6:21:58 AM","12/2/2020, 5:36:35 PM",morning
DL1PC7090,192,"12/2/2020, 6:04:08 AM","12/2/2020, 1:39:57 PM",morning
DL1PC9848,185,"12/2/2020, 6:26:46 AM","12/2/2020, 2:06:24 PM",morning
DL1PC9793,192,"12/2/2020, 5:13:11 AM","12/2/2020, 12:46:17 PM",morning
DL1PC9088,729,"12/2/2020, 8:12:24 AM","12/2/2020, 3:27:59 PM",morning
DL1PC9856,185,"12/2/2020, 4:53:16 AM","12/2/2020, 12:45:29 PM",morning
DL1PC9855,192,"12/2/2020, 6:09:40 AM","12/2/2020, 9:33:30 AM",morning
DL1PC9080,Air Port Ex-Press - 4,"12/2/2020, 6:41:51 AM","12/2/2020, 2:03:58 PM",morning
DL1PC9792,SPECIAL-HIRE,"12/2/2020, 8:56:30 AM","12/2/2020, 4:34:17 PM",morning
DL1PC9521,185,"12/2/2020, 7:35:46 AM","12/2/2020, 2:57:54 PM",morning
DL1PC9519,116,"12/2/2020, 7:26:32 AM","12/2/2020, 2:31:01 PM",morning
DL1PC9517,SPECIAL-HIRE,"12/2/2020, 8:55:20 AM","12/2/2020, 4:34:19 PM",morning
DL1PC9089,392B,"12/2/2020, 6:21:36 AM","12/2/2020, 2:04:09 PM",morning
DL1PC9103,721,"12/2/2020, 7:05:46 AM","12/2/2020, 2:04:16 PM",morning
DL1PC7113,SPECIAL-HIRE,"12/2/2020, 8:56:02 AM","12/2/2020, 4:34:21 PM",morning
DL1PC9087,912,"12/2/2020, 8:29:04 AM","12/2/2020, 3:21:15 PM",morning
DL1PC9129,118EXT,"12/2/2020, 6:08:55 AM","12/2/2020, 1:22:37 PM",morning
DL1PC9082,Air Port Ex-Press - 4,"12/2/2020, 7:06:14 AM","12/2/2020, 2:05:59 PM",morning
DL1PC9878,182A,"12/2/2020, 8:09:40 AM","12/2/2020, 2:58:01 PM",morning
DL1PC9083,392B,"12/2/2020, 7:53:25 AM","12/2/2020, 2:13:14 PM",morning
DL1PC8878,182A,"12/2/2020, 5:54:44 AM","12/2/2020, 1:29:00 PM",morning
DL1PC9892,405,"12/2/2020, 6:27:14 AM","12/2/2020, 6:04:48 PM",morning
DL1PC8877,271,"12/2/2020, 6:10:30 AM","12/2/2020, 2:03:45 PM",morning
DL1PC9085,Air Port Ex-Press - 4,"12/2/2020, 6:09:16 AM","12/2/2020, 1:42:10 PM",morning
DL1PC9847,921,"12/2/2020, 6:23:53 AM","12/2/2020, 2:06:07 PM",morning
DL1PC9799,192,"12/2/2020, 5:45:00 AM","12/2/2020, 1:40:20 PM",morning
DL1PC9574,185,"12/2/2020, 6:36:30 AM","12/2/2020, 1:04:21 PM",morning
DL1PC9079,118EXT,"12/2/2020, 7:03:08 AM","12/2/2020, 2:03:23 PM",morning
DL1PC7100,192,"12/2/2020, 5:09:09 AM","12/2/2020, 12:45:37 PM",morning
DL1PC9852,26,"12/2/2020, 6:37:07 AM","12/2/2020, 2:05:48 PM",morning
DL1PC9800,882,"12/2/2020, 7:16:05 AM","12/2/2020, 1:41:19 PM",morning
DL1PC9098,729,"12/2/2020, 7:47:45 AM","12/2/2020, 3:28:44 PM",morning
DL1PC0740,821,"12/2/2020, 6:49:22 AM","2/12/2020, 2:58:00 PM",morning
DL1PC0346,539,"12/2/2020, 7:36:35 AM","2/12/2020, 2:58:57 PM",morning
DL1PC0549,828,"02/12/2020, 03:54:49","12/2/2020, 10:58:02 AM",morning
DL1PC0544,234,"12/2/2020, 6:33:41 AM","2/12/2020, 1:17:26 PM",morning
DL1PC0948,817,"12/2/2020, 7:24:20 AM","2/12/2020, 7:30:11 PM",morning
DL1PC0518,764,"12/2/2020, 8:13:31 AM","12/2/2020, 8:54:12 PM",morning
DL1PC0342,764,"12/2/2020, 6:15:04 AM","12/2/2020, 12:52:43 PM",morning
DL1PC1388,764,"12/2/2020, 6:43:13 AM","2/12/2020, 7:29:44 PM",morning
DL1PC0548,764,"12/2/2020, 6:38:43 AM","2/12/2020, 1:16:38 PM",morning
DL1PC0550,764,"12/2/2020, 6:58:16 AM","2/12/2020, 11:21:22 PM",morning
DL1PC0515,764,"12/2/2020, 7:18:04 AM","2/12/2020, 1:53:01 PM",morning
DL1PC0508,817,"02/12/2020, 05:04:12","12/2/2020, 12:22:51 PM",morning
DL1PC1089,844,"12/2/2020, 6:59:53 AM","2/12/2020, 1:53:08 PM",morning
DL1PC1390,878,"12/2/2020, 6:20:12 AM","12/2/2020, 1:04:17 PM",morning
DL1PC1562,764,"12/2/2020, 6:41:18 AM","2/12/2020, 7:31:52 PM",morning
DL1PC0657,728,"12/2/2020, 8:14:01 AM","12/2/2020, 3:43:55 PM",morning
DL1PC0514,539,"02/12/2020, 05:02:00","12/2/2020, 12:00:08 PM",morning
DL1PB9941,978,"12/2/2020, 7:36:04 AM","2/12/2020, 2:57:52 PM",morning
DL1PC0519,817,"12/2/2020, 8:14:27 AM","2/12/2020, 4:38:28 PM",morning
DL1PC0543,817,"12/2/2020, 8:12:58 AM","12/2/2020, 3:38:05 PM",morning
DL1PC0116,848,"12/2/2020, 6:38:12 AM","2/12/2020, 1:52:52 PM",morning
DL1PB9879,817,"12/2/2020, 6:31:36 AM","2/12/2020, 11:22:15 PM",morning
DL1PC0981,539,"12/2/2020, 6:39:40 AM","2/12/2020, 1:30:00 PM",morning
DL1PC0170,539,"12/2/2020, 6:43:47 AM","2/12/2020, 1:15:37 PM",morning
DL1PC0560,978,"12/2/2020, 9:12:46 AM","12/2/2020, 3:38:17 PM",morning
DL1PC0589,817,"12/2/2020, 6:44:49 AM","2/12/2020, 2:58:15 PM",morning
DL1PC0507,764,"12/2/2020, 8:12:31 AM","2/12/2020, 7:33:02 PM",morning
DL1PC0206,978,"12/2/2020, 6:36:41 AM","2/12/2020, 1:16:45 PM",morning
DL1PC1364,764,"12/2/2020, 6:41:55 AM","12/2/2020, 1:01:30 PM",morning
DL1PC0510,578,"12/2/2020, 6:59:14 AM","2/12/2020, 7:29:56 PM",morning
DL1PC0087,848,"12/2/2020, 7:26:15 AM","2/12/2020, 2:58:50 PM",morning
DL1PC0984,764,"12/2/2020, 6:19:29 AM","2/12/2020, 1:15:30 PM",morning
DL1PC0779,817,"12/2/2020, 6:42:42 AM","2/12/2020, 1:30:08 PM",morning
DL1PC1552,845,"02/12/2020, 05:10:20","12/2/2020, 12:31:23 PM",morning
DL1PC0546,817,"12/2/2020, 7:20:53 AM","2/12/2020, 2:57:44 PM",morning
DL1PC1308,701,"12/2/2020, 8:12:04 AM","2/12/2020, 7:32:46 PM",morning
DL1PC0516,817,"12/2/2020, 6:36:10 AM","2/12/2020, 1:37:50 PM",morning
DL1PB9976,817,"12/2/2020, 7:35:12 AM","2/12/2020, 2:58:22 PM",morning
DL1PC1649,539,"12/2/2020, 6:21:30 AM","12/2/2020, 12:42:53 PM",morning
DL1PB9841,764,"02/12/2020, 04:24:46","12/2/2020, 11:41:50 AM",morning
DL1PC0921,817,"12/2/2020, 7:29:07 AM","2/12/2020, 2:57:31 PM",morning
DL1PC0530,828,"12/2/2020, 7:23:00 AM","2/12/2020, 2:57:38 PM",morning
DL1PC0980,764,"12/2/2020, 6:44:14 AM","2/12/2020, 1:37:32 PM",morning
DL1PC1024,817,"12/2/2020, 9:03:08 AM","2/12/2020, 7:34:29 PM",morning
DL1PC0562,828,"12/2/2020, 6:17:30 AM","12/2/2020, 12:48:29 PM",morning
DL1PC0531,764,"02/12/2020, 05:03:19","12/2/2020, 12:09:17 PM",morning
DL1PC0108,817,"12/2/2020, 6:39:12 AM","2/12/2020, 11:21:57 PM",morning
DL1PC0558,764,"12/2/2020, 7:39:19 AM","2/12/2020, 7:30:19 PM",morning
DL1PC0513,828,"12/2/2020, 6:40:43 AM","2/12/2020, 11:21:46 PM",morning
DL1PC0517,817,"12/2/2020, 7:35:40 AM","2/12/2020, 11:21:39 PM",morning
DL1PC0512,764,"12/2/2020, 6:18:56 AM","12/2/2020, 12:51:09 PM",morning
DL1PC0506,978,"12/2/2020, 6:18:25 AM","12/2/2020, 1:00:27 PM",morning
DL1PC0529,SPECIAL-HIRE,"12/2/2020, 7:38:56 AM","12/2/2020, 12:41:55 PM",morning
DL1PC0547,819,"12/2/2020, 7:00:59 AM","2/12/2020, 2:58:42 PM",morning
DL1PC0542,578,"12/2/2020, 7:25:17 AM","2/12/2020, 7:29:48 PM",morning
DL1PC1550,764,"02/12/2020, 04:49:11","12/2/2020, 11:40:09 AM",morning
DL1PC0559,817,"12/2/2020, 6:57:41 AM","2/12/2020, 1:38:00 PM",morning
DL1PC0463,876,"12/2/2020, 7:25:44 AM","2/12/2020, 2:59:04 PM",morning
DL1PC0532,844,"12/2/2020, 6:34:11 AM","12/2/2020, 12:46:46 PM",morning
DL1PC1043,845,"12/2/2020, 6:37:42 AM","2/12/2020, 1:53:16 PM",morning
DL1PC0551,539,"12/2/2020, 7:24:49 AM","2/12/2020, 2:58:30 PM",morning
DL1PC1023,827,"02/12/2020, 03:54:13","12/2/2020, 11:12:43 AM",morning
DL1PC1498,764,"12/2/2020, 8:49:30 AM","12/2/2020, 8:56:25 PM",morning
DL1PC0773,835,"02/12/2020, 03:27:12","12/2/2020, 10:23:09 AM",morning
DL1PC1444,539K,"12/2/2020, 6:33:09 AM","2/12/2020, 11:20:57 PM",morning
DL1PC0667,978,"02/12/2020, 05:07:53","12/2/2020, 11:33:49 AM",morning
DL1PC1324,764,"12/2/2020, 6:34:49 AM","2/12/2020, 1:30:15 PM",morning
DL1PB9974,764,"12/2/2020, 6:40:18 AM","2/12/2020, 1:30:23 PM",morning
DL1PC0681,828,"12/2/2020, 7:00:23 AM","2/12/2020, 2:09:20 PM",morning
DL1PC0041,539,"12/2/2020, 7:21:18 AM","2/12/2020, 1:53:36 PM",morning
DL1PC0184,764,"12/2/2020, 6:35:22 AM","2/12/2020, 1:16:29 PM",morning
DL1PC0923,701,"12/2/2020, 6:58:49 AM","2/12/2020, 2:58:07 PM",morning
DL1PC7809,727,"12/2/2020, 7:37:43 AM","02/12/2020, 16:07:57",morning
DL1PC9681,727,"12/2/2020, 5:25:17 AM","02/12/2020, 12:17:15",morning
DL1PC9919,781,"12/2/2020, 7:39:49 AM","02/12/2020, 14:50:19",morning
DL1PC7579,RL-75,"12/2/2020, 7:24:13 AM","02/12/2020, 14:24:44",morning
DL1PC3300,978,"12/2/2020, 6:38:57 AM","12/2/2020, 1:32:00 PM",morning
DL1PC7743,SPECIAL-HIRE,"12/2/2020, 8:40:52 AM","02/12/2020, 15:31:13",morning
DL1PC7805,727,"12/2/2020, 6:53:29 AM","02/12/2020, 16:07:29",morning
DL1PC7605,715,"12/2/2020, 6:39:33 AM","12/2/2020, 2:13:53 PM",morning
DL1PC7758,778,"12/2/2020, 6:37:45 AM","12/2/2020, 1:45:20 PM",morning
DL1PC3380,RL77B,"12/2/2020, 7:31:39 AM","02/12/2020, 14:53:37",morning
DL1PC7565,781,"12/2/2020, 6:53:48 AM","02/12/2020, 12:37:05",morning
DL1PC4038,RL-77A,"12/2/2020, 10:39:08 AM","02/12/2020, 15:21:57",morning
DL1PC8799,715,"12/2/2020, 8:01:50 AM","02/12/2020, 15:43:08",morning
DL1PC3378,781,"12/2/2020, 11:17:55 AM","02/12/2020, 16:38:36",morning
DL1PC7724,RL-77EXT,"12/2/2020, 7:14:08 AM","02/12/2020, 14:24:52",morning
DL1PC7747,717A,"12/2/2020, 6:59:04 AM","12/2/2020, 2:03:01 PM",morning
DL1PC7616,761,"12/2/2020, 7:23:57 AM","12/2/2020, 2:03:20 PM",morning
DL1PC7751,717A,"12/2/2020, 6:21:32 AM","12/2/2020, 1:38:03 PM",morning
DL1PC8707,RL77B,"12/2/2020, 10:29:10 AM","02/12/2020, 16:18:58",morning
DL1PC4060,715,"12/2/2020, 6:50:34 AM","02/12/2020, 14:21:46",morning
DL1PC7571,WDM -M,"12/2/2020, 5:18:05 AM","02/12/2020, 12:26:29",morning
DL1PC9920,RL77B,"12/2/2020, 7:21:00 AM","02/12/2020, 14:35:29",morning
DL1PC9974,761,"12/2/2020, 7:52:21 AM","02/12/2020, 15:14:57",morning
DL1PC9808,761,"12/2/2020, 8:09:54 AM","02/12/2020, 15:00:18",morning
DL1PC9981,761,"12/2/2020, 5:45:27 AM","12/2/2020, 12:48:07 PM",morning
DL1PC7712,727,"12/2/2020, 7:10:11 AM","02/12/2020, 14:43:12",morning
DL1PC7717,803,"12/2/2020, 6:06:56 AM","12/2/2020, 1:23:42 PM",morning
DL1PC7720,781,"12/2/2020, 5:02:11 AM","12/2/2020, 12:55:05 PM",morning
DL1PC7566,778,"12/2/2020, 7:20:12 AM","02/12/2020, 14:50:14",morning
DL1PC4036,RL77B,"12/2/2020, 8:07:10 AM","02/12/2020, 15:22:12",morning
DL1PC7803,778,"12/2/2020, 5:05:52 AM","12/2/2020, 12:55:37 PM",morning
DL1PC7746,803,"12/2/2020, 5:49:37 AM","12/2/2020, 12:48:44 PM",morning
DL1PC7564,923,"12/2/2020, 8:04:40 AM","02/12/2020, 14:53:46",morning
DL1PC7580,813,"12/2/2020, 5:00:25 AM","02/12/2020, 12:33:14",morning
DL1PC7748,778,"12/2/2020, 5:59:47 AM","12/2/2020, 1:31:00 PM",morning
DL1PC3209,727,"12/2/2020, 8:55:56 AM","02/12/2020, 15:33:08",morning
DL1PC7830,978,"12/2/2020, 5:50:12 AM","12/2/2020, 1:10:33 PM",morning
DL1PC8794,715,"12/2/2020, 5:18:40 AM","12/2/2020, 12:51:56 PM",morning
DL1PC7723,RL77B,"12/2/2020, 6:32:03 AM","12/2/2020, 1:37:13 PM",morning
DL1PC9661,727,"12/2/2020, 6:38:14 AM","12/2/2020, 1:52:51 PM",morning
DL1PC7569,770A,"12/2/2020, 7:43:02 AM","02/12/2020, 15:19:16",morning
DL1PC9658,721,"12/2/2020, 5:06:59 AM","02/12/2020, 12:36:56",morning
DL1PC7756,RL-77EXT,"12/2/2020, 6:02:30 AM","12/2/2020, 1:50:04 PM",morning
DL1PC7651,770A,"12/2/2020, 9:21:54 AM","02/12/2020, 15:29:47",morning
DL1PC7582,778,"12/2/2020, 6:38:32 AM","12/2/2020, 2:05:08 PM",morning
DL1PC4037,RL77B,"12/2/2020, 7:55:09 AM","02/12/2020, 15:18:11",morning
DL1PC7727,RL-77EXT,"12/2/2020, 9:52:22 AM","02/12/2020, 15:26:02",morning
DL1PC7570,770A,"12/2/2020, 6:18:44 AM","12/2/2020, 1:50:21 PM",morning
DL1PC7719,790,"12/2/2020, 8:44:20 AM","02/12/2020, 14:57:39",morning
DL1PC7753,803,"12/2/2020, 7:03:07 AM","12/2/2020, 2:07:07 PM",morning
DL1PC3208,978,"12/2/2020, 6:45:17 AM","12/2/2020, 2:05:40 PM",morning
DL1PC7829,727,"12/2/2020, 6:12:45 AM","12/2/2020, 1:23:55 PM",morning
DL1PC7757,761,"12/2/2020, 5:10:31 AM","02/12/2020, 12:15:52",morning
DL1PC7709,778,"12/2/2020, 8:29:51 AM","02/12/2020, 15:17:57",morning
DL1PC8717,781,"12/2/2020, 10:30:18 AM","02/12/2020, 16:28:57",morning
DL1PC7745,770A,"12/2/2020, 7:12:12 AM","02/12/2020, 14:28:29",morning
DL1PC7649,761,"12/2/2020, 6:52:59 AM","12/2/2020, 2:03:37 PM",morning
DL1PC7654,781,"12/2/2020, 8:33:33 AM","02/12/2020, 15:05:55",morning
DL1PC9730,781,"12/2/2020, 8:04:30 AM","02/12/2020, 15:36:01",morning
DL1PC8802,781,"12/2/2020, 7:14:47 AM","12/2/2020, 2:14:19 PM",morning
DL1PC7726,778,"12/2/2020, 6:55:16 AM","02/12/2020, 14:35:37",morning
DL1PC7714,717A,"12/2/2020, 6:58:33 AM","12/2/2020, 2:04:08 PM",morning
